community,region,country,latitude,longitude,type,scenario,resolution,unit,DATE,PMAT
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2043-07-01,15.1
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2043-08-01,15.29
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2043-09-01,12.56
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2043-10-01,8.56
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2043-11-01,0.91
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2043-12-01,-0.82
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2044-01-01,4.47
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2044-02-01,-2.25
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2044-03-01,1.2
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2044-04-01,4.72
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2044-05-01,9.82
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2044-06-01,12.34
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2044-07-01,14.8
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2044-08-01,14.48
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2044-09-01,12.54
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2044-10-01,7.09
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2044-11-01,2.52
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2044-12-01,2.69
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2045-01-01,4.06
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2045-02-01,3.25
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2045-03-01,3.97
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2045-04-01,5.7
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2045-05-01,10
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2045-06-01,14.4
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2045-07-01,15.55
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2045-08-01,14.7
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2045-09-01,10.63
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2045-10-01,8.41
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2045-11-01,2.88
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2045-12-01,1.65
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2046-01-01,4.22
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2046-02-01,5.27
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2046-03-01,6.19
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2046-04-01,7.66
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2046-05-01,10.7
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2046-06-01,14.5
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2046-07-01,16.3
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2046-08-01,16.18
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2046-09-01,11.93
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2046-10-01,6.65
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2046-11-01,4.14
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2046-12-01,-0.31
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2047-01-01,-0.13
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2047-02-01,1.12
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2047-03-01,-0.85
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2047-04-01,7.05
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2047-05-01,8.82
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2047-06-01,13.51
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2047-07-01,15.57
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2047-08-01,14.85
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2047-09-01,12.54
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2047-10-01,7.69
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2047-11-01,0.8
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2047-12-01,1.42
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2048-01-01,2.52
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2048-02-01,-0.33
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2048-03-01,2.98
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2048-04-01,5.64
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2048-05-01,9.29
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2048-06-01,13.42
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2048-07-01,16.08
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2048-08-01,15.56
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2048-09-01,12.2
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2048-10-01,9.8
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2048-11-01,5.11
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2048-12-01,3.49
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2049-01-01,0.2
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2049-02-01,0.62
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2049-03-01,5.95
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2049-04-01,6.59
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2049-05-01,10.51
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2049-06-01,15.18
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2049-07-01,17.51
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2049-08-01,15.77
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2049-09-01,12.74
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2049-10-01,7.41
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2049-11-01,5.68
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2049-12-01,5.01
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2050-01-01,1.97
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2050-02-01,5.55
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2050-03-01,3.89
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2050-04-01,6.35
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2050-05-01,10.02
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2050-06-01,13.77
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2050-07-01,15.36
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2050-08-01,15.98
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2050-09-01,13.52
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2050-10-01,8.69
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2050-11-01,3.93
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2050-12-01,-0.18
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2051-01-01,1.79
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2051-02-01,1.49
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2051-03-01,1.44
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2051-04-01,6.42
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2051-05-01,10.64
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2051-06-01,14.05
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2051-07-01,16.53
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2051-08-01,14.85
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2051-09-01,12.12
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2051-10-01,8.3
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2051-11-01,-1.06
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2051-12-01,2.12
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2052-01-01,-1.73
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2052-02-01,3.91
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2052-03-01,1.31
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2052-04-01,5.75
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2052-05-01,7.66
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2052-06-01,11.72
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2052-07-01,13.75
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2052-08-01,13.8
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2052-09-01,11.36
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2052-10-01,5.09
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2052-11-01,1.06
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2052-12-01,-2.09
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2053-01-01,2.49
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2053-02-01,4.84
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2053-03-01,1
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2053-04-01,2.71
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2053-05-01,8.58
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2053-06-01,14.37
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2053-07-01,15.5
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2053-08-01,15.79
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2053-09-01,12.86
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2053-10-01,9.16
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2053-11-01,1.11
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2053-12-01,-0.72
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2054-01-01,5.07
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2054-02-01,-1.25
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2054-03-01,1.6
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2054-04-01,5.32
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2054-05-01,10.52
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2054-06-01,12.44
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2054-07-01,15.2
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2054-08-01,14.98
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2054-09-01,12.84
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2054-10-01,7.69
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2054-11-01,2.72
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2054-12-01,2.79
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2055-01-01,4.66
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2055-02-01,4.25
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2055-03-01,4.37
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2055-04-01,6.3
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2055-05-01,10.7
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2055-06-01,14.5
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2055-07-01,15.95
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2055-08-01,15.2
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2055-09-01,10.93
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2055-10-01,9.01
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2055-11-01,3.08
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2055-12-01,1.75
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2056-01-01,4.82
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2056-02-01,6.27
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2056-03-01,6.59
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2056-04-01,8.26
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2056-05-01,11.4
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2056-06-01,14.6
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2056-07-01,16.7
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2056-08-01,16.68
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2056-09-01,12.23
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2056-10-01,7.25
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2056-11-01,4.34
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2056-12-01,-0.21
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2057-01-01,0.47
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2057-02-01,2.12
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2057-03-01,-0.45
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2057-04-01,7.65
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2057-05-01,9.52
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2057-06-01,13.61
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2057-07-01,15.97
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2057-08-01,15.35
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2057-09-01,12.84
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2057-10-01,8.29
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2057-11-01,1
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2057-12-01,1.52
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2058-01-01,3.12
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2058-02-01,0.67
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2058-03-01,3.38
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2058-04-01,6.24
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2058-05-01,9.99
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2058-06-01,13.52
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2058-07-01,16.48
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2058-08-01,16.06
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2058-09-01,12.5
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2058-10-01,10.4
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2058-11-01,5.31
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2058-12-01,3.59
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2059-01-01,0.8
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2059-02-01,1.62
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2059-03-01,6.35
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2059-04-01,7.19
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2059-05-01,11.21
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2059-06-01,15.28
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2059-07-01,17.91
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2059-08-01,16.27
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2059-09-01,13.04
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2059-10-01,8.01
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2059-11-01,5.88
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2059-12-01,5.11
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2060-01-01,2.57
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2060-02-01,5.65
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2060-03-01,4.59
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2060-04-01,6.75
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2060-05-01,10.22
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2060-06-01,13.87
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2060-07-01,15.46
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2060-08-01,16.08
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2060-09-01,13.72
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2060-10-01,8.59
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2060-11-01,4.83
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2060-12-01,0.32
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2061-01-01,2.39
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2061-02-01,1.59
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2061-03-01,2.14
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2061-04-01,6.82
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2061-05-01,10.84
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2061-06-01,14.15
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2061-07-01,16.63
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2061-08-01,14.95
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2061-09-01,12.32
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2061-10-01,8.2
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2061-11-01,-0.16
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2061-12-01,2.62
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2062-01-01,-1.13
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2062-02-01,4.01
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2062-03-01,2.01
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2062-04-01,6.15
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2062-05-01,7.86
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2062-06-01,11.82
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2062-07-01,13.85
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2062-08-01,13.9
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2062-09-01,11.56
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2062-10-01,4.99
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2062-11-01,1.96
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2062-12-01,-1.59
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2063-01-01,3.09
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2063-02-01,4.94
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2063-03-01,1.7
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2063-04-01,3.11
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2063-05-01,8.78
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2063-06-01,14.47
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2063-07-01,15.6
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2063-08-01,15.89
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2063-09-01,13.06
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2063-10-01,9.06
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2063-11-01,2.01
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2063-12-01,-0.22
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2064-01-01,5.67
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2064-02-01,-1.15
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2064-03-01,2.3
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2064-04-01,5.72
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2064-05-01,10.72
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2064-06-01,12.54
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2064-07-01,15.3
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2064-08-01,15.08
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2064-09-01,13.04
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2064-10-01,7.59
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2064-11-01,3.62
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2064-12-01,3.29
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2065-01-01,5.26
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2065-02-01,4.35
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2065-03-01,5.07
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2065-04-01,6.7
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2065-05-01,10.9
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2065-06-01,14.6
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2065-07-01,16.05
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2065-08-01,15.3
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2065-09-01,11.13
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2065-10-01,8.91
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2065-11-01,3.98
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2065-12-01,2.25
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2066-01-01,5.42
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2066-02-01,6.37
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2066-03-01,7.29
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2066-04-01,8.66
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2066-05-01,11.6
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2066-06-01,14.7
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2066-07-01,16.8
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2066-08-01,16.78
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2066-09-01,12.43
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2066-10-01,7.15
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2066-11-01,5.24
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2066-12-01,0.29
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2067-01-01,1.07
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2067-02-01,2.22
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2067-03-01,0.25
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2067-04-01,8.05
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2067-05-01,9.72
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2067-06-01,13.71
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2067-07-01,16.07
Yakutat,Alaska,US,59.547,-139.727,Temperature,rcp60,2km,C,2067-08-01,15.45
