model,scenario,month,NumMonth,year,date,tasmin,tasmean,tasmax
5ModelAvg,rcp45,December,12,2008,2008 12 01,-9.4,-3.7,-1.1
5ModelAvg,rcp45,December,12,2009,2009 12 01,-6.3,-1.7,2.5
5ModelAvg,rcp45,December,12,2010,2010 12 01,-6.4,-0.7,2.3
5ModelAvg,rcp45,December,12,2011,2011 12 01,-5.8,-2,1.4
5ModelAvg,rcp45,December,12,2012,2012 12 01,-4.9,-1.4,3.3
5ModelAvg,rcp45,December,12,2013,2013 12 01,-5.9,-3.4,-0.3
5ModelAvg,rcp45,December,12,2014,2014 12 01,-5.8,-2.4,1.2
5ModelAvg,rcp45,December,12,2015,2015 12 01,-6.4,-3.4,0.4
5ModelAvg,rcp45,December,12,2016,2016 12 01,-8.5,-3.6,0.2
5ModelAvg,rcp45,December,12,2017,2017 12 01,-7.1,-2.3,0.1
5ModelAvg,rcp45,December,12,2018,2018 12 01,-6.7,-1,0.4
5ModelAvg,rcp45,December,12,2019,2019 12 01,-6.1,-0.7,0.9
5ModelAvg,rcp45,December,12,2020,2020 12 01,-7,-1.7,0.8
5ModelAvg,rcp45,December,12,2021,2021 12 01,-6.3,-1.9,1.4
5ModelAvg,rcp45,December,12,2022,2022 12 01,-7.8,-2.9,1
5ModelAvg,rcp45,December,12,2023,2023 12 01,-6,-1.2,1.2
5ModelAvg,rcp45,December,12,2024,2024 12 01,-7.6,-2.1,1.2
5ModelAvg,rcp45,December,12,2025,2025 12 01,-5.3,-2.7,0.9
5ModelAvg,rcp45,December,12,2026,2026 12 01,-6.9,-3,1.2
5ModelAvg,rcp45,December,12,2027,2027 12 01,-5.4,0.6,2.7
5ModelAvg,rcp45,December,12,2028,2028 12 01,-6.1,-4,1
5ModelAvg,rcp45,December,12,2029,2029 12 01,-5.6,-1.5,1.9
5ModelAvg,rcp45,December,12,2030,2030 12 01,-5.9,-1.9,0.7
5ModelAvg,rcp45,December,12,2031,2031 12 01,-3,1.1,4.4
5ModelAvg,rcp45,December,12,2032,2032 12 01,-6,-1.3,0.9
5ModelAvg,rcp45,December,12,2033,2033 12 01,-3.4,-0.2,2.2
5ModelAvg,rcp45,December,12,2034,2034 12 01,-4.9,-2.3,1.1
5ModelAvg,rcp45,December,12,2035,2035 12 01,-7,-2.7,0.9
5ModelAvg,rcp45,December,12,2036,2036 12 01,-5.8,-1.2,1
5ModelAvg,rcp45,December,12,2037,2037 12 01,-5.7,-1.5,1.9
5ModelAvg,rcp45,December,12,2038,2038 12 01,-1.7,1.9,3.8
5ModelAvg,rcp45,December,12,2039,2039 12 01,-2.5,1.1,3.3
5ModelAvg,rcp45,December,12,2040,2040 12 01,-6.5,-2.5,-0.5
5ModelAvg,rcp45,December,12,2041,2041 12 01,-4.9,-1.7,1.8
5ModelAvg,rcp45,December,12,2042,2042 12 01,-5.6,-2.6,1.1
5ModelAvg,rcp45,December,12,2043,2043 12 01,-6.5,-3.6,1
5ModelAvg,rcp45,December,12,2044,2044 12 01,-6.8,-1.7,-1
5ModelAvg,rcp45,December,12,2045,2045 12 01,-4.1,1.3,3.3
5ModelAvg,rcp45,December,12,2046,2046 12 01,-6.8,-1,0.6
5ModelAvg,rcp45,December,12,2047,2047 12 01,-1.7,1,3.8
5ModelAvg,rcp45,December,12,2048,2048 12 01,-3.7,0.1,3.4
5ModelAvg,rcp45,December,12,2049,2049 12 01,-2.8,-0.6,2.9
5ModelAvg,rcp45,December,12,2050,2050 12 01,-5.5,-0.4,1.2
5ModelAvg,rcp45,December,12,2051,2051 12 01,-5.1,-0.1,1.9
5ModelAvg,rcp45,December,12,2052,2052 12 01,-3.2,-0.5,2.8
5ModelAvg,rcp45,December,12,2053,2053 12 01,-3.5,0.5,2.5
5ModelAvg,rcp45,December,12,2054,2054 12 01,-4.4,-0.1,2.8
5ModelAvg,rcp45,December,12,2055,2055 12 01,-2.2,1,3.4
5ModelAvg,rcp45,December,12,2056,2056 12 01,-6.4,0.2,2
5ModelAvg,rcp45,December,12,2057,2057 12 01,-2.6,1.1,3.6
5ModelAvg,rcp45,December,12,2058,2058 12 01,-7.3,-2.8,0.9
5ModelAvg,rcp45,December,12,2059,2059 12 01,-3.7,1,2.5
5ModelAvg,rcp45,December,12,2060,2060 12 01,-4,0.4,3
5ModelAvg,rcp45,December,12,2061,2061 12 01,-2.6,0.8,3.1
5ModelAvg,rcp45,December,12,2062,2062 12 01,-2.9,-0.2,3.3
5ModelAvg,rcp45,December,12,2063,2063 12 01,-7.7,-2.5,0.2
5ModelAvg,rcp45,December,12,2064,2064 12 01,-2.9,0.4,3
5ModelAvg,rcp45,December,12,2065,2065 12 01,-5.4,-1.5,1.3
5ModelAvg,rcp45,December,12,2066,2066 12 01,-7,0,1.4
5ModelAvg,rcp45,December,12,2067,2067 12 01,-3.9,-0.2,2
5ModelAvg,rcp45,December,12,2068,2068 12 01,-4.1,-0.1,1.2
5ModelAvg,rcp45,December,12,2069,2069 12 01,-4.5,-0.5,2
5ModelAvg,rcp45,December,12,2070,2070 12 01,-4.3,-0.5,3
5ModelAvg,rcp45,December,12,2071,2071 12 01,-2.3,0.3,2.9
5ModelAvg,rcp45,December,12,2072,2072 12 01,-5.3,-1,2.1
5ModelAvg,rcp45,December,12,2073,2073 12 01,-3.4,-0.6,1.2
5ModelAvg,rcp45,December,12,2074,2074 12 01,-6.4,0.1,1.9
5ModelAvg,rcp45,December,12,2075,2075 12 01,-2.8,0.7,2.6
5ModelAvg,rcp45,December,12,2076,2076 12 01,-3.1,1.9,4.2
5ModelAvg,rcp45,December,12,2077,2077 12 01,-3.5,-0.1,2.1
5ModelAvg,rcp45,December,12,2078,2078 12 01,-3.7,0.7,3.2
5ModelAvg,rcp45,December,12,2079,2079 12 01,-6,-0.4,1.5
5ModelAvg,rcp45,December,12,2080,2080 12 01,-6.2,-1.9,1.2
5ModelAvg,rcp45,December,12,2081,2081 12 01,-3.4,0,3.2
5ModelAvg,rcp45,December,12,2082,2082 12 01,-5.4,-1,1.9
5ModelAvg,rcp45,December,12,2083,2083 12 01,-2.7,1.4,2.9
5ModelAvg,rcp45,December,12,2084,2084 12 01,-2.9,0.1,3.2
5ModelAvg,rcp45,December,12,2085,2085 12 01,-4.1,-2.2,2.2
5ModelAvg,rcp45,December,12,2086,2086 12 01,-4.3,-0.2,2
5ModelAvg,rcp45,December,12,2087,2087 12 01,-3.5,0.1,2.1
5ModelAvg,rcp45,December,12,2088,2088 12 01,-3.5,-0.5,2.4
5ModelAvg,rcp45,December,12,2089,2089 12 01,-4.5,-1.3,3
5ModelAvg,rcp45,December,12,2090,2090 12 01,-6.8,-0.9,1.6
5ModelAvg,rcp45,December,12,2091,2091 12 01,1.2,3.4,5.4
5ModelAvg,rcp45,December,12,2092,2092 12 01,-3.4,-1,3
5ModelAvg,rcp45,December,12,2093,2093 12 01,-2.7,-0.3,2.6
5ModelAvg,rcp45,December,12,2094,2094 12 01,-2.4,0,2.8
5ModelAvg,rcp45,December,12,2095,2095 12 01,-2.8,1.5,4.5
5ModelAvg,rcp45,December,12,2096,2096 12 01,-1.4,0.6,3.5
5ModelAvg,rcp45,December,12,2097,2097 12 01,-3.7,0.4,2.9
5ModelAvg,rcp45,December,12,2098,2098 12 01,-3.2,-0.4,3.8
5ModelAvg,rcp45,December,12,2099,2099 12 01,-4,-0.8,1.7
5ModelAvg,rcp45,December,12,2100,2100 12 01,-4.5,0.5,3
5ModelAvg,rcp85,January,1,2006,2006 1 01,-6.3,-1.7,1.6
5ModelAvg,rcp85,January,1,2007,2007 1 01,-6.7,-1.5,1.2
5ModelAvg,rcp85,January,1,2008,2008 1 01,-9.4,-2.6,-1.4
5ModelAvg,rcp85,January,1,2009,2009 1 01,-8.2,-2.9,0.8
5ModelAvg,rcp85,January,1,2010,2010 1 01,-2,-2.4,3.1
5ModelAvg,rcp85,January,1,2011,2011 1 01,-4.5,-0.6,3.1
5ModelAvg,rcp85,January,1,2012,2012 1 01,-8.3,-3.2,-0.4
5ModelAvg,rcp85,January,1,2013,2013 1 01,-7.1,-2,0.6
5ModelAvg,rcp85,January,1,2014,2014 1 01,-5.3,-1.5,1.4
5ModelAvg,rcp85,January,1,2015,2015 1 01,-7.4,-3.8,0.4
5ModelAvg,rcp85,January,1,2016,2016 1 01,-4.7,-3.9,1.1
5ModelAvg,rcp85,January,1,2017,2017 1 01,-5.6,-2.4,1.5
5ModelAvg,rcp85,January,1,2018,2018 1 01,-3.5,-1.5,2.1
5ModelAvg,rcp85,January,1,2019,2019 1 01,-5.4,-1.5,2.2
5ModelAvg,rcp85,January,1,2020,2020 1 01,-6.4,-3.5,1.6
5ModelAvg,rcp85,January,1,2021,2021 1 01,-7.4,-3.1,0
5ModelAvg,rcp85,January,1,2022,2022 1 01,-4.4,-1.2,2.4
5ModelAvg,rcp85,January,1,2023,2023 1 01,-5.3,-2.2,1.9
5ModelAvg,rcp85,January,1,2024,2024 1 01,-8.1,-1.2,1.3
5ModelAvg,rcp85,January,1,2025,2025 1 01,-4.2,0.7,2.1
5ModelAvg,rcp85,January,1,2026,2026 1 01,-7.9,-1.6,1.2
5ModelAvg,rcp85,January,1,2027,2027 1 01,-4.4,-0.7,1.7
5ModelAvg,rcp85,January,1,2028,2028 1 01,-3.8,-0.5,2.7
5ModelAvg,rcp85,January,1,2029,2029 1 01,-6.1,-3.4,-0.1
5ModelAvg,rcp85,January,1,2030,2030 1 01,-2.4,0.5,3.2
5ModelAvg,rcp85,January,1,2031,2031 1 01,-8.3,-2.8,-0.4
5ModelAvg,rcp85,January,1,2032,2032 1 01,-7.7,-1.9,0.9
5ModelAvg,rcp85,January,1,2033,2033 1 01,-3.7,-0.7,3.1
5ModelAvg,rcp85,January,1,2034,2034 1 01,-4.3,-1.6,2
5ModelAvg,rcp85,January,1,2035,2035 1 01,-7.2,-4.4,0.2
5ModelAvg,rcp85,January,1,2036,2036 1 01,-7.5,-1.5,0.3
5ModelAvg,rcp85,January,1,2037,2037 1 01,-3.4,-0.5,2.9
5ModelAvg,rcp85,January,1,2038,2038 1 01,-3.6,0.1,2.2
5ModelAvg,rcp85,January,1,2039,2039 1 01,-8.8,-1.8,0.2
5ModelAvg,rcp85,January,1,2040,2040 1 01,-6.5,-1.7,0.9
5ModelAvg,rcp85,January,1,2041,2041 1 01,-4.5,-0.6,3.4
5ModelAvg,rcp85,January,1,2042,2042 1 01,-3.3,0,2.2
5ModelAvg,rcp85,January,1,2043,2043 1 01,-6.4,-1.2,2.1
5ModelAvg,rcp85,January,1,2044,2044 1 01,-1.6,0.5,3
5ModelAvg,rcp85,January,1,2045,2045 1 01,-7,-1.1,1.4
5ModelAvg,rcp85,January,1,2046,2046 1 01,-4.1,-1.7,1.8
5ModelAvg,rcp85,January,1,2047,2047 1 01,-4.8,-1.4,1.4
5ModelAvg,rcp85,January,1,2048,2048 1 01,-1.5,0.1,3.4
5ModelAvg,rcp85,January,1,2049,2049 1 01,-3,1.2,3.1
5ModelAvg,rcp85,January,1,2050,2050 1 01,-4.4,-1.5,3.2
5ModelAvg,rcp85,January,1,2051,2051 1 01,-3.7,-0.1,3.1
5ModelAvg,rcp85,January,1,2052,2052 1 01,-3,-0.3,3.7
5ModelAvg,rcp85,January,1,2053,2053 1 01,-5.8,-0.6,1.2
5ModelAvg,rcp85,January,1,2054,2054 1 01,-5.6,-1.4,1.2
5ModelAvg,rcp85,January,1,2055,2055 1 01,-6.3,-2.1,0.9
5ModelAvg,rcp85,January,1,2056,2056 1 01,-5.6,-2.2,2.4
5ModelAvg,rcp85,January,1,2057,2057 1 01,-4.6,-0.1,2.2
5ModelAvg,rcp85,January,1,2058,2058 1 01,-2.7,0.3,2.5
5ModelAvg,rcp85,January,1,2059,2059 1 01,-4.6,0.8,3
5ModelAvg,rcp85,January,1,2060,2060 1 01,-4.1,-3.2,1.8
5ModelAvg,rcp85,January,1,2061,2061 1 01,-3.1,1.7,3.3
5ModelAvg,rcp85,January,1,2062,2062 1 01,-3.1,0.7,3.6
5ModelAvg,rcp85,January,1,2063,2063 1 01,-2.5,0.9,3.7
5ModelAvg,rcp85,January,1,2064,2064 1 01,-5.1,-0.5,2.5
5ModelAvg,rcp85,January,1,2065,2065 1 01,-8.5,-1.7,0.3
5ModelAvg,rcp85,January,1,2066,2066 1 01,-2,-0.1,3
5ModelAvg,rcp85,January,1,2067,2067 1 01,-6,-3,1.2
5ModelAvg,rcp85,January,1,2068,2068 1 01,-3.9,-0.1,2.6
5ModelAvg,rcp85,January,1,2069,2069 1 01,-3.4,0.2,3.4
5ModelAvg,rcp85,January,1,2070,2070 1 01,-2.9,-0.5,2.2
5ModelAvg,rcp85,January,1,2071,2071 1 01,-4.5,1.8,2.4
5ModelAvg,rcp85,January,1,2072,2072 1 01,-5.4,0.1,2.6
5ModelAvg,rcp85,January,1,2073,2073 1 01,-1.4,1.5,3.3
5ModelAvg,rcp85,January,1,2074,2074 1 01,-2.3,0.9,3.4
5ModelAvg,rcp85,January,1,2075,2075 1 01,-1.1,1.7,4.8
5ModelAvg,rcp85,January,1,2076,2076 1 01,-2.3,1.6,4
5ModelAvg,rcp85,January,1,2077,2077 1 01,-2,0.7,4.5
5ModelAvg,rcp85,January,1,2078,2078 1 01,-0.7,2.5,5
5ModelAvg,rcp85,January,1,2079,2079 1 01,-3.1,0.8,4
5ModelAvg,rcp85,January,1,2080,2080 1 01,-2.5,0.1,2.1
5ModelAvg,rcp85,January,1,2081,2081 1 01,-4.5,0.6,1.9
5ModelAvg,rcp85,January,1,2082,2082 1 01,-4.6,-0.7,1.9
5ModelAvg,rcp85,January,1,2083,2083 1 01,-1.6,-0.7,3.5
5ModelAvg,rcp85,January,1,2084,2084 1 01,-1,0.1,3.7
5ModelAvg,rcp85,January,1,2085,2085 1 01,-2.5,1.9,2.7
5ModelAvg,rcp85,January,1,2086,2086 1 01,-1.6,1.1,4.4
5ModelAvg,rcp85,January,1,2087,2087 1 01,-1.1,1,4.9
5ModelAvg,rcp85,January,1,2088,2088 1 01,-1.3,2.2,5.1
5ModelAvg,rcp85,January,1,2089,2089 1 01,-0.8,2,4.5
5ModelAvg,rcp85,January,1,2090,2090 1 01,-3.2,0.1,2.1
5ModelAvg,rcp85,January,1,2091,2091 1 01,-1.6,1.5,4.5
5ModelAvg,rcp85,January,1,2092,2092 1 01,-2.9,2.6,4
5ModelAvg,rcp85,January,1,2093,2093 1 01,-1.7,1.9,3.8
5ModelAvg,rcp85,January,1,2094,2094 1 01,-2.2,0.6,4
5ModelAvg,rcp85,January,1,2095,2095 1 01,-0.1,1.9,4.3
5ModelAvg,rcp85,January,1,2096,2096 1 01,-1.1,2.4,4.7
5ModelAvg,rcp85,January,1,2097,2097 1 01,-3.1,1,3.3
5ModelAvg,rcp85,January,1,2098,2098 1 01,-3.6,0.9,3.8
5ModelAvg,rcp85,January,1,2099,2099 1 01,-1.8,1.8,3.9
5ModelAvg,rcp85,January,1,2100,2100 1 01,-0.9,1.4,4.3
5ModelAvg,rcp85,February,2,2006,2006 2 01,-4.8,-0.1,3.8
5ModelAvg,rcp85,February,2,2007,2007 2 01,-3.2,-0.8,2.8
5ModelAvg,rcp85,February,2,2008,2008 2 01,-4.3,-0.1,2.8
5ModelAvg,rcp85,February,2,2009,2009 2 01,-4.2,-0.9,3.1
5ModelAvg,rcp85,February,2,2010,2010 2 01,-2.3,0.7,3.9
5ModelAvg,rcp85,February,2,2011,2011 2 01,-6.5,-2.4,1.4
5ModelAvg,rcp85,February,2,2012,2012 2 01,-6.6,-0.3,1.7
5ModelAvg,rcp85,February,2,2013,2013 2 01,-7.2,0.7,1.6
5ModelAvg,rcp85,February,2,2014,2014 2 01,-6.5,-0.4,1.2
5ModelAvg,rcp85,February,2,2015,2015 2 01,-5.2,-0.8,2.1
5ModelAvg,rcp85,February,2,2016,2016 2 01,-6.2,0.8,2.2
5ModelAvg,rcp85,February,2,2017,2017 2 01,-2.3,-0.5,4.2
5ModelAvg,rcp85,February,2,2018,2018 2 01,-1.3,-0.7,4.2
5ModelAvg,rcp85,February,2,2019,2019 2 01,-4.4,-1,3.4
5ModelAvg,rcp85,February,2,2020,2020 2 01,-6,-0.8,2.3
5ModelAvg,rcp85,February,2,2021,2021 2 01,-4.9,0.6,1.8
5ModelAvg,rcp85,February,2,2022,2022 2 01,-3.1,-1.1,3.2
5ModelAvg,rcp85,February,2,2023,2023 2 01,-1,1.8,5.8
5ModelAvg,rcp85,February,2,2024,2024 2 01,-5.3,0.8,3
5ModelAvg,rcp85,February,2,2025,2025 2 01,-3,-0.1,3.4
5ModelAvg,rcp85,February,2,2026,2026 2 01,-3.9,2.6,3.3
5ModelAvg,rcp85,February,2,2027,2027 2 01,-3.8,1,3.4
5ModelAvg,rcp85,February,2,2028,2028 2 01,-4.3,-0.3,2.7
5ModelAvg,rcp85,February,2,2029,2029 2 01,-3.8,-1,3.4
5ModelAvg,rcp85,February,2,2030,2030 2 01,-1.8,2.3,4.7
5ModelAvg,rcp85,February,2,2031,2031 2 01,-7.4,0.5,0.8
5ModelAvg,rcp85,February,2,2032,2032 2 01,-3.7,0.3,3.1
5ModelAvg,rcp85,February,2,2033,2033 2 01,0.9,1.5,5.3
5ModelAvg,rcp85,February,2,2034,2034 2 01,-1.9,0.7,3.7
5ModelAvg,rcp85,February,2,2035,2035 2 01,-3.8,1.2,3.7
5ModelAvg,rcp85,February,2,2036,2036 2 01,-6.7,2,1.2
5ModelAvg,rcp85,February,2,2037,2037 2 01,-0.4,2.9,5.3
5ModelAvg,rcp85,February,2,2038,2038 2 01,-5.3,0.1,2.7
5ModelAvg,rcp85,February,2,2039,2039 2 01,-7.4,0.5,1.4
5ModelAvg,rcp85,February,2,2040,2040 2 01,-3.7,0.1,3.4
5ModelAvg,rcp85,February,2,2041,2041 2 01,-3.8,-0.3,4.4
5ModelAvg,rcp85,February,2,2042,2042 2 01,-1.4,1.2,4.6
5ModelAvg,rcp85,February,2,2043,2043 2 01,-3.9,1,3.4
5ModelAvg,rcp85,February,2,2044,2044 2 01,-2.2,0.9,3.5
5ModelAvg,rcp85,February,2,2045,2045 2 01,-3.7,-0.7,3.5
5ModelAvg,rcp85,February,2,2046,2046 2 01,-3.4,1.3,3.4
5ModelAvg,rcp85,February,2,2047,2047 2 01,-3.7,-0.1,3.9
5ModelAvg,rcp85,February,2,2048,2048 2 01,-3.6,1.2,3.2
5ModelAvg,rcp85,February,2,2049,2049 2 01,-1.3,2.8,5.4
5ModelAvg,rcp85,February,2,2050,2050 2 01,0.1,1.9,4.6
5ModelAvg,rcp85,February,2,2051,2051 2 01,-2.4,2,4.7
5ModelAvg,rcp85,February,2,2052,2052 2 01,-2.5,-0.2,4.1
5ModelAvg,rcp85,February,2,2053,2053 2 01,-1.3,2,4.6
5ModelAvg,rcp85,February,2,2054,2054 2 01,-4.5,1.5,3.5
5ModelAvg,rcp85,February,2,2055,2055 2 01,-0.4,2,6.1
5ModelAvg,rcp85,February,2,2056,2056 2 01,-4.4,0.9,3.1
5ModelAvg,rcp85,February,2,2057,2057 2 01,-1.9,3.3,4.3
5ModelAvg,rcp85,February,2,2058,2058 2 01,-2.4,2.4,4.4
5ModelAvg,rcp85,February,2,2059,2059 2 01,-2.8,2.9,4.9
5ModelAvg,rcp85,February,2,2060,2060 2 01,0.3,2.8,5.9
5ModelAvg,rcp85,February,2,2061,2061 2 01,-1.4,2,4.3
5ModelAvg,rcp85,February,2,2062,2062 2 01,-0.4,4.4,6.2
5ModelAvg,rcp85,February,2,2063,2063 2 01,-1.3,2.7,5.9
5ModelAvg,rcp85,February,2,2064,2064 2 01,-2.8,2.5,5.1
5ModelAvg,rcp85,February,2,2065,2065 2 01,-1.8,0.3,5.3
5ModelAvg,rcp85,February,2,2066,2066 2 01,-0.8,2.3,5.5
5ModelAvg,rcp85,February,2,2067,2067 2 01,-1,0.1,4.8
5ModelAvg,rcp85,February,2,2068,2068 2 01,-1,2.5,4.7
5ModelAvg,rcp85,February,2,2069,2069 2 01,0.2,2.1,4.8
5ModelAvg,rcp85,February,2,2070,2070 2 01,0.8,3,5.8
5ModelAvg,rcp85,February,2,2071,2071 2 01,-2.7,1.9,3.7
5ModelAvg,rcp85,February,2,2072,2072 2 01,-1.5,1.5,5
5ModelAvg,rcp85,February,2,2073,2073 2 01,-1.2,3.8,4.6
5ModelAvg,rcp85,February,2,2074,2074 2 01,-0.5,0.7,5
5ModelAvg,rcp85,February,2,2075,2075 2 01,-3.3,0.3,4
5ModelAvg,rcp85,February,2,2076,2076 2 01,0.2,4,6.8
5ModelAvg,rcp85,February,2,2077,2077 2 01,-2,0.6,5.1
5ModelAvg,rcp85,February,2,2078,2078 2 01,0,-0.6,5.5
5ModelAvg,rcp85,February,2,2079,2079 2 01,-1.7,3.6,5.1
5ModelAvg,rcp85,February,2,2080,2080 2 01,-0.3,0.9,5.4
5ModelAvg,rcp85,February,2,2081,2081 2 01,-2.7,1.8,4.3
5ModelAvg,rcp85,February,2,2082,2082 2 01,-1.5,3.2,4.4
5ModelAvg,rcp85,February,2,2083,2083 2 01,-0.6,3.1,6
5ModelAvg,rcp85,February,2,2084,2084 2 01,-2.3,2.8,6
5ModelAvg,rcp85,February,2,2085,2085 2 01,1.7,3.5,7
5ModelAvg,rcp85,February,2,2086,2086 2 01,0.3,3.5,6.6
5ModelAvg,rcp85,February,2,2087,2087 2 01,2.8,3.8,7.5
5ModelAvg,rcp85,February,2,2088,2088 2 01,-1.8,2.4,5
5ModelAvg,rcp85,February,2,2089,2089 2 01,2.4,3.2,7.4
5ModelAvg,rcp85,February,2,2090,2090 2 01,-1.4,2.3,5.6
5ModelAvg,rcp85,February,2,2091,2091 2 01,1.6,4.5,6.9
5ModelAvg,rcp85,February,2,2092,2092 2 01,0,4.9,6.9
5ModelAvg,rcp85,February,2,2093,2093 2 01,-0.2,4.1,5.5
5ModelAvg,rcp85,February,2,2094,2094 2 01,-1.4,3.3,5.3
5ModelAvg,rcp85,February,2,2095,2095 2 01,-0.5,2.7,5.1
5ModelAvg,rcp85,February,2,2096,2096 2 01,1.3,5.5,6.8
5ModelAvg,rcp85,February,2,2097,2097 2 01,0.1,3.8,5.5
5ModelAvg,rcp85,February,2,2098,2098 2 01,-2.4,3,4.2
5ModelAvg,rcp85,February,2,2099,2099 2 01,0,4.3,6.4
5ModelAvg,rcp85,February,2,2100,2100 2 01,-1.1,2.4,6.3
5ModelAvg,rcp85,March,3,2006,2006 3 01,-2.2,-0.3,3.6
5ModelAvg,rcp85,March,3,2007,2007 3 01,-3.4,-0.7,3.4
5ModelAvg,rcp85,March,3,2008,2008 3 01,-1.8,2.4,4.8
5ModelAvg,rcp85,March,3,2009,2009 3 01,-1.5,0.8,4.7
5ModelAvg,rcp85,March,3,2010,2010 3 01,-3,-1.3,3.3
5ModelAvg,rcp85,March,3,2011,2011 3 01,-2.5,0.6,3.6
5ModelAvg,rcp85,March,3,2012,2012 3 01,-4.5,-0.8,3
5ModelAvg,rcp85,March,3,2013,2013 3 01,-3.2,1.5,3.8
5ModelAvg,rcp85,March,3,2014,2014 3 01,-4,-0.7,2
5ModelAvg,rcp85,March,3,2015,2015 3 01,-2.9,1.3,5
5ModelAvg,rcp85,March,3,2016,2016 3 01,-2.7,0.4,3.9
5ModelAvg,rcp85,March,3,2017,2017 3 01,-0.3,1.5,4.9
5ModelAvg,rcp85,March,3,2018,2018 3 01,-3,-0.2,4.1
5ModelAvg,rcp85,March,3,2019,2019 3 01,-0.5,0.8,5.1
5ModelAvg,rcp85,March,3,2020,2020 3 01,-3.2,1.9,4.4
5ModelAvg,rcp85,March,3,2021,2021 3 01,-4.1,0.8,3.3
5ModelAvg,rcp85,March,3,2022,2022 3 01,-1,2.3,5.2
5ModelAvg,rcp85,March,3,2023,2023 3 01,-0.8,2.3,5
5ModelAvg,rcp85,March,3,2024,2024 3 01,-1,1.4,4
5ModelAvg,rcp85,March,3,2025,2025 3 01,-1.9,1.4,4.2
5ModelAvg,rcp85,March,3,2026,2026 3 01,-1.2,2.5,5.9
5ModelAvg,rcp85,March,3,2027,2027 3 01,-1.6,2.9,4.8
5ModelAvg,rcp85,March,3,2028,2028 3 01,-3.9,1.4,2.7
5ModelAvg,rcp85,March,3,2029,2029 3 01,-1.6,1.3,4.4
5ModelAvg,rcp85,March,3,2030,2030 3 01,-0.2,2.2,5.3
5ModelAvg,rcp85,March,3,2031,2031 3 01,-3,2.2,3.7
5ModelAvg,rcp85,March,3,2032,2032 3 01,-0.8,2.3,4.4
5ModelAvg,rcp85,March,3,2033,2033 3 01,-1.8,1.4,4.6
5ModelAvg,rcp85,March,3,2034,2034 3 01,-5.2,-1.9,1.7
5ModelAvg,rcp85,March,3,2035,2035 3 01,-3.1,0.6,5
5ModelAvg,rcp85,March,3,2036,2036 3 01,-2.6,4.4,4.5
5ModelAvg,rcp85,March,3,2037,2037 3 01,-2,2,5.1
5ModelAvg,rcp85,March,3,2038,2038 3 01,-0.8,1.6,4.4
5ModelAvg,rcp85,March,3,2039,2039 3 01,-1.1,2.5,5.1
5ModelAvg,rcp85,March,3,2040,2040 3 01,-1,0.6,4.2
5ModelAvg,rcp85,March,3,2041,2041 3 01,-2.5,2.4,4.5
5ModelAvg,rcp85,March,3,2042,2042 3 01,-1.8,2.7,4.7
5ModelAvg,rcp85,March,3,2043,2043 3 01,-2.8,1.9,4.2
5ModelAvg,rcp85,March,3,2044,2044 3 01,-1.4,2.9,6
5ModelAvg,rcp85,March,3,2045,2045 3 01,0.3,2.5,5.4
5ModelAvg,rcp85,March,3,2046,2046 3 01,-0.1,2.5,5.6
5ModelAvg,rcp85,March,3,2047,2047 3 01,-3.5,0.2,3.3
5ModelAvg,rcp85,March,3,2048,2048 3 01,-2.5,3.1,4.4
5ModelAvg,rcp85,March,3,2049,2049 3 01,-0.1,3.4,5.5
5ModelAvg,rcp85,March,3,2050,2050 3 01,1,2.6,6.6
5ModelAvg,rcp85,March,3,2051,2051 3 01,-0.7,4,6.7
5ModelAvg,rcp85,March,3,2052,2052 3 01,0.1,1.1,5.3
5ModelAvg,rcp85,March,3,2053,2053 3 01,-0.3,3.4,5.3
5ModelAvg,rcp85,March,3,2054,2054 3 01,-1.8,0.7,4
5ModelAvg,rcp85,March,3,2055,2055 3 01,-2.2,2.4,4.5
5ModelAvg,rcp85,March,3,2056,2056 3 01,-1.4,3.2,5.4
5ModelAvg,rcp85,March,3,2057,2057 3 01,0.8,4.3,6
5ModelAvg,rcp85,March,3,2058,2058 3 01,-0.2,2.6,5.9
5ModelAvg,rcp85,March,3,2059,2059 3 01,0.7,3,7.7
5ModelAvg,rcp85,March,3,2060,2060 3 01,-1.8,1.6,4.6
5ModelAvg,rcp85,March,3,2061,2061 3 01,-2.2,3.3,4.9
5ModelAvg,rcp85,March,3,2062,2062 3 01,0.3,4.4,6
5ModelAvg,rcp85,March,3,2063,2063 3 01,2.3,3.2,6.7
5ModelAvg,rcp85,March,3,2064,2064 3 01,-1.8,4,5.7
5ModelAvg,rcp85,March,3,2065,2065 3 01,-0.7,2.1,5.3
5ModelAvg,rcp85,March,3,2066,2066 3 01,0.4,3.3,6.2
5ModelAvg,rcp85,March,3,2067,2067 3 01,0,2.8,5.1
5ModelAvg,rcp85,March,3,2068,2068 3 01,-0.1,3,5.6
5ModelAvg,rcp85,March,3,2069,2069 3 01,-0.7,3.3,6.2
5ModelAvg,rcp85,March,3,2070,2070 3 01,1.7,3.7,7
5ModelAvg,rcp85,March,3,2071,2071 3 01,0.7,4,6.6
5ModelAvg,rcp85,March,3,2072,2072 3 01,-2.3,1.6,4.4
5ModelAvg,rcp85,March,3,2073,2073 3 01,1.6,3.7,7.1
5ModelAvg,rcp85,March,3,2074,2074 3 01,0.8,3.3,7.1
