"date","avg_temperature","std_temperature","precision","month","mu_obs","sigma_obs","mu_pred","sigma_pred","corrected_temp"
2015-01-01,-4.02,2.81282775867987,0.12639029322548,"01",-1.73625,3.50578679777145,-4.01,1.34057556935178,-1.762401355268
2015-02-01,-1.92,3.83170980112012,0.0681106116332925,"02",-1.205,2.60543388215585,-2.6875,2.33666276067875,-0.349219466238358
2015-03-01,-0.06,1.06677082824757,0.878734622144112,"03",-0.185,2.7565558220359,-0.4375,1.29823781664664,0.61654792093981
2015-04-01,4.34,2.26340451532641,0.195198126097989,"04",3.3025,1.74414735616002,3.8825,0.706495374567813,4.43194464205635
2015-05-01,7.62,0.571839138219832,3.05810397553517,"05",7.46875,1.4187664410627,7.6325,0.729064958893043,7.44442489659603
2015-06-01,11.42,1.27553910171347,0.614628149969269,"06",10.99125,1.14625399204789,11.7425,1.23946705136868,10.6930033366238
2015-07-01,14.54,0.814248119432892,1.50829562594268,"07",12.84875,1.1880649032295,14.345,0.475544800353087,13.3359231453225
2015-08-01,12.6,0.860232526704262,1.35135135135135,"08",12.365,0.769173953945771,12.97,0.704110380957012,11.9608100169279
2015-09-01,8.5,1.51986841535707,0.432900432900433,"09",9.51875,0.856144805842697,9.3925,0.67111314779466,8.38018008563379
2015-10-01,4.44,2.59287485235983,0.148743120630671,"10",5.0025,1.8474828435314,3.6475,0.484259375600662,8.0259420380247
2015-11-01,-1.24,2.56378626254218,0.152137532329226,"11",0.25,2.61766526289582,-2.4975,1.36446483491305,2.66245797170087
2015-12-01,-6.84,3.7413901159863,0.0714387769681383,"12",-1.00375,2.70491582916311,-5.0275,1.31008996419548,-4.74598150649721
2016-01-01,-4.32,4.54389700587502,0.0484331864193345,"01",-1.73625,3.50578679777145,-4.01,1.34057556935178,-2.54694201330788
2016-02-01,-3.86,2.50059992801727,0.159923236846314,"02",-1.205,2.60543388215585,-2.6875,2.33666276067875,-2.51236504994857
2016-03-01,-1,4.60325971459356,0.047192071731949,"03",-0.185,2.7565558220359,-0.4375,1.29823781664664,-1.37935948484409
2016-04-01,4.02,1.56588633048507,0.407830342577488,"04",3.3025,1.74414735616002,3.8825,0.706495374567813,3.64195057548142
2016-05-01,8.08,1.98292712927127,0.254323499491353,"05",7.46875,1.4187664410627,7.6325,0.729064958893043,8.33958870186209
2016-06-01,12.4,3.43292877875437,0.0848536274925753,"06",10.99125,1.14625399204789,11.7425,1.23946705136868,11.5993032749453
2016-07-01,15.06,1.26806939873179,0.621890547263682,"07",12.84875,1.1880649032295,14.345,0.475544800353087,14.635051532849
2016-08-01,14.42,1.81162910111314,0.304692260816575,"08",12.365,0.769173953945771,12.97,0.704110380957012,13.9489877714989
2016-09-01,9.46,1.24619420637395,0.643915003219575,"09",9.51875,0.856144805842697,9.3925,0.67111314779466,9.60486032965795
2016-10-01,3.86,0.835463942968217,1.43266475644699,"10",5.0025,1.8474828435314,3.6475,0.484259375600662,5.81320212376057
2016-11-01,-1.38,0.867179335547152,1.32978723404255,"11",0.25,2.61766526289582,-2.4975,1.36446483491305,2.39387418161091
2016-12-01,-5.26,1.01143462467922,0.977517106549365,"12",-1.00375,2.70491582916311,-5.0275,1.31008996419548,-1.48378797255757
2017-01-01,-3.32,2.48736808695456,0.161629222563439,"01",-1.73625,3.50578679777145,-4.01,1.34057556935178,0.0681935134917231
2017-02-01,-0.42,2.9583779339361,0.114259597806216,"02",-1.205,2.60543388215585,-2.6875,2.33666276067875,1.3233157788984
2017-03-01,1.32,1.72539850469392,0.335908632851864,"03",-0.185,2.7565558220359,-0.4375,1.29823781664664,3.54670985709064
2017-04-01,4.94,1.63033738839542,0.376222723852521,"04",3.3025,1.74414735616002,3.8825,0.706495374567813,5.91318351688435
2017-05-01,8.74,0.723187389270582,1.91204588910134,"05",7.46875,1.4187664410627,7.6325,0.729064958893043,9.62395416159166
2017-06-01,12.94,1.53883072493371,0.422297297297297,"06",10.99125,1.14625399204789,11.7425,1.23946705136868,12.0986930368775
2017-07-01,14.5,1.07004672795164,0.873362445414846,"07",12.84875,1.1880649032295,14.345,0.475544800353087,13.2359901924358
2017-08-01,12.58,1.03295692068934,0.937207122774134,"08",12.365,0.769173953945771,12.97,0.704110380957012,11.9389619097348
2017-09-01,10.18,1.28724512040248,0.603500301750151,"09",9.51875,0.856144805842697,9.3925,0.67111314779466,10.5233705126761
2017-10-01,3.54,1.26214103807776,0.627746390458255,"10",5.0025,1.8474828435314,3.6475,0.484259375600662,4.5923801020976
2017-11-01,-1.76,2.8492104169401,0.123183050012318,"11",0.25,2.61766526289582,-2.4975,1.36446483491305,1.66486103708103
2017-12-01,-4.92,5.10754344083337,0.0383332694445509,"12",-1.00375,2.70491582916311,-5.0275,1.31008996419548,-0.781796958924993
2018-01-01,-2.58,2.39102488485586,0.174916914465629,"01",-1.73625,3.50578679777145,-4.01,1.34057556935178,2.00339380332343
2018-02-01,0.32,2.43248843779369,0.169004563123204,"02",-1.205,2.60543388215585,-2.6875,2.33666276067875,2.1484331664992
2018-03-01,-0.14,2.1559220765139,0.215146299483649,"03",-0.185,2.7565558220359,-0.4375,1.29823781664664,0.446683460873096
2018-04-01,2.78,3.85188265657198,0.0673990698928355,"04",3.3025,1.74414735616002,3.8825,0.706495374567813,0.580723567503549
2018-05-01,8.06,1.8928814014618,0.279095729835333,"05",7.46875,1.4187664410627,7.6325,0.729064958893043,8.30066853641574
2018-06-01,12.52,2.96513068851948,0.113739763421292,"06",10.99125,1.14625399204789,11.7425,1.23946705136868,11.7102787775969
2018-07-01,14.42,1.66793285236547,0.359453630481668,"07",12.84875,1.1880649032295,14.345,0.475544800353087,13.0361242866625
2018-08-01,13.14,0.421900462194579,5.6179775280899,"08",12.365,0.769173953945771,12.97,0.704110380957012,12.5507089111413
2018-09-01,9.46,1.24217551094843,0.648088139987038,"09",9.51875,0.856144805842697,9.3925,0.67111314779466,9.60486032965795
2018-10-01,4.02,0.801249024960405,1.55763239875389,"10",5.0025,1.8474828435314,3.6475,0.484259375600662,6.42361313459205
2018-11-01,-0.86,0.716240183178799,1.94931773879142,"11",0.25,2.61766526289582,-2.4975,1.36446483491305,3.39147111623076
2018-12-01,-2.54,2.75735380392143,0.131527028804419,"12",-1.00375,2.70491582916311,-5.0275,1.31008996419548,4.13214013650307
2019-01-01,-2.32,3.42154935665116,0.0854189800973776,"01",-1.73625,3.50578679777145,-4.01,1.34057556935178,2.68332904029132
2019-02-01,-0.48,2.52130918373769,0.157306905773163,"02",-1.205,2.60543388215585,-2.6875,2.33666276067875,1.25641436909293
2019-03-01,1.34,1.34461890511773,0.553097345132743,"03",-0.185,2.7565558220359,-0.4375,1.29823781664664,3.58917597210732
2019-04-01,4.5,1.94807597387782,0.263504611330698,"04",3.3025,1.74414735616002,3.8825,0.706495374567813,4.82694167534382
2019-05-01,8.04,0.887693640846886,1.26903553299492,"05",7.46875,1.4187664410627,7.6325,0.729064958893043,8.26174837096939
2019-06-01,13.42,2.03641842458764,0.241138172172655,"06",10.99125,1.14625399204789,11.7425,1.23946705136868,12.5425950474839
2019-07-01,14.6,1.3,0.591715976331361,"07",12.84875,1.1880649032295,14.345,0.475544800353087,13.4858225746524
2019-08-01,13.54,0.94233751915118,1.12612612612613,"08",12.365,0.769173953945771,12.97,0.704110380957012,12.987671055003
2019-09-01,10.3,1.30958008537088,0.583090379008746,"09",9.51875,0.856144805842697,9.3925,0.67111314779466,10.6764555431791
2019-10-01,3.6,3.06512642479882,0.106439595529537,"10",5.0025,1.8474828435314,3.6475,0.484259375600662,4.8212842311594
2019-11-01,-4.52,4.51741076281535,0.0490027931592101,"11",0.25,2.61766526289582,-2.4975,1.36446483491305,-3.63007653897814
2019-12-01,-5.34,4.02156685882505,0.0618314474741854,"12",-1.00375,2.70491582916311,-5.0275,1.31008996419548,-1.64896232870642
2020-01-01,-3.32,2.06082507748717,0.235460324935248,"01",-1.73625,3.50578679777145,-4.01,1.34057556935178,0.0681935134917231
2020-02-01,-2.72,2.92608954066686,0.116795141322121,"02",-1.205,2.60543388215585,-2.6875,2.33666276067875,-1.24123826364463
2020-03-01,0.4,2.11896201004171,0.22271714922049,"03",-0.185,2.7565558220359,-0.4375,1.29823781664664,1.59326856632342
2020-04-01,3.34,2.0791825316696,0.231320842007865,"04",3.3025,1.74414735616002,3.8825,0.706495374567813,1.96321318400968
2020-05-01,7.46,1.47749788493926,0.458085203847916,"05",7.46875,1.4187664410627,7.6325,0.729064958893043,7.13306357302523
2020-06-01,12.38,1.8619881847101,0.288433804441881,"06",10.99125,1.14625399204789,11.7425,1.23946705136868,11.5808073578367
2020-07-01,14.58,1.38636214604987,0.520291363163372,"07",12.84875,1.1880649032295,14.345,0.475544800353087,13.4358560982091
2020-08-01,14.32,2.15453011118434,0.2154243860405,"08",12.365,0.769173953945771,12.97,0.704110380957012,13.8397472355335
2020-09-01,9.82,0.630079360080934,2.51889168765743,"09",9.51875,0.856144805842697,9.3925,0.67111314779466,10.064115421167
2020-10-01,3.92,0.870057469366248,1.32100396301189,"10",5.0025,1.8474828435314,3.6475,0.484259375600662,6.04210625282237
2020-11-01,0.58,2.23986606742457,0.199322304165836,"11",0.25,2.61766526289582,-2.4975,1.36446483491305,6.15404724287032
2020-12-01,-5.22,3.37446292022894,0.0878194432247299,"12",-1.00375,2.70491582916311,-5.0275,1.31008996419548,-1.40120079448315
2021-01-01,-7.04,4.56760331027115,0.0479317451948426,"01",-1.73625,3.50578679777145,-4.01,1.34057556935178,-9.66011064620279
2021-02-01,-3.14,2.88149266873959,0.120438395760568,"02",-1.205,2.60543388215585,-2.6875,2.33666276067875,-1.70954813228292
2021-03-01,-0.6,1.90131533418315,0.276625172890733,"03",-0.185,2.7565558220359,-0.4375,1.29823781664664,-0.530037184510514
2021-04-01,3.26,1.53394915169963,0.424989375265618,"04",3.3025,1.74414735616002,3.8825,0.706495374567813,1.76571466736595
2021-05-01,7.12,0.719027120489902,1.93423597678917,"05",7.46875,1.4187664410627,7.6325,0.729064958893043,6.47142076043727
2021-06-01,10.54,1.69351705040132,0.348675034867504,"06",10.99125,1.14625399204789,11.7425,1.23946705136868,9.87918298384534
2021-07-01,13.94,1.60093722550261,0.390167772142021,"07",12.84875,1.1880649032295,14.345,0.475544800353087,11.8369288520226
2021-08-01,12.64,0.96591925128346,1.07181136120043,"08",12.365,0.769173953945771,12.97,0.704110380957012,12.004506231314
2021-09-01,9,0.758287544405155,1.73913043478261,"09",9.51875,0.856144805842697,9.3925,0.67111314779466,9.01803437939637
2021-10-01,3.22,0.683373982530796,2.14132762312634,"10",5.0025,1.8474828435314,3.6475,0.484259375600662,3.37155808043463
2021-11-01,-4.74,2.12202733252897,0.222074172773706,"11",0.25,2.61766526289582,-2.4975,1.36446483491305,-4.05213678054808
2021-12-01,-4.46,3.1429285706169,0.101235067827495,"12",-1.00375,2.70491582916311,-5.0275,1.31008996419548,0.167955588930852
2022-01-01,-2.76,1.741551032844,0.329706561160567,"01",-1.73625,3.50578679777145,-4.01,1.34057556935178,1.5326694084995
2022-02-01,-0.5,2.4114311103575,0.171969045571797,"02",-1.205,2.60543388215585,-2.6875,2.33666276067875,1.23411389915777
2022-03-01,1.48,1.75840837122666,0.323415265200518,"03",-0.185,2.7565558220359,-0.4375,1.29823781664664,3.88643877722407
2022-04-01,4.9,1.05830052442584,0.892857142857143,"04",3.3025,1.74414735616002,3.8825,0.706495374567813,5.81443425856249
2022-05-01,8.5,0.509901951359278,3.84615384615385,"05",7.46875,1.4187664410627,7.6325,0.729064958893043,9.15691217623545
2022-06-01,13.24,1.38852439661678,0.518672199170125,"06",10.99125,1.14625399204789,11.7425,1.23946705136868,12.3761317935065
2022-07-01,14.64,1.3145341380124,0.578703703703704,"07",12.84875,1.1880649032295,14.345,0.475544800353087,13.5857555275391
2022-08-01,12.96,0.260768096208106,14.7058823529412,"08",12.365,0.769173953945771,12.97,0.704110380957012,12.3540759464035
2022-09-01,8.7,1.32476412994918,0.56980056980057,"09",9.51875,0.856144805842697,9.3925,0.67111314779466,8.63532180313882
2022-10-01,3.64,4.32469652114458,0.0534673581778324,"10",5.0025,1.8474828435314,3.6475,0.484259375600662,4.97388698386728
2022-11-01,-0.12,3.17285360519517,0.09933445912387,"11",0.25,2.61766526289582,-2.4975,1.36446483491305,4.81112829242053
2022-12-01,-2.56,1.95780489324141,0.26089225150013,"12",-1.00375,2.70491582916311,-5.0275,1.31008996419548,4.09084654746586
2023-01-01,-3.44,2.40478689284518,0.172920629431091,"01",-1.73625,3.50578679777145,-4.01,1.34057556935178,-0.245622749724229
2023-02-01,1.5,2.44744765010408,0.166944908180301,"02",-1.205,2.60543388215585,-2.6875,2.33666276067875,3.46416089267345
2023-03-01,1.68,1.81989010657237,0.301932367149758,"03",-0.185,2.7565558220359,-0.4375,1.29823781664664,4.31109992739086
2023-04-01,4.26,2.70425590505041,0.136742786817995,"04",3.3025,1.74414735616002,3.8825,0.706495374567813,4.23444612541262
2023-05-01,8.32,0.704982269280583,2.01207243460764,"05",7.46875,1.4187664410627,7.6325,0.729064958893043,8.8066306872183
2023-06-01,12.6,1.63095064303001,0.37593984962406,"06",10.99125,1.14625399204789,11.7425,1.23946705136868,11.7842624460313
2023-07-01,14.4,1.14673449411797,0.760456273764259,"07",12.84875,1.1880649032295,14.345,0.475544800353087,12.9861578102192
2023-08-01,13.26,0.993981891183134,1.01214574898785,"08",12.365,0.769173953945771,12.97,0.704110380957012,12.6817975542998
2023-09-01,11.22,1.23166553901617,0.659195781147,"09",9.51875,0.856144805842697,9.3925,0.67111314779466,11.8501074437022
2023-10-01,5.68,2.98948156040475,0.111894371713103,"10",5.0025,1.8474828435314,3.6475,0.484259375600662,12.7566273719687
2023-11-01,-0.56,2.64915080733431,0.142490738102023,"11",0.25,2.61766526289582,-2.4975,1.36446483491305,3.96700780928067
2023-12-01,-4.38,1.04259292151827,0.919963201471941,"12",-1.00375,2.70491582916311,-5.0275,1.31008996419548,0.333129945079694
2024-01-01,-4.8,3.06022874961987,0.106780565936999,"01",-1.73625,3.50578679777145,-4.01,1.34057556935178,-3.80220706617168
2024-02-01,-1.54,1.30499042142079,0.587199060481503,"02",-1.205,2.60543388215585,-2.6875,2.33666276067875,0.0744894625296211
2024-03-01,0.48,3.85188265657198,0.0673990698928355,"03",-0.185,2.7565558220359,-0.4375,1.29823781664664,1.76313302639014
2024-04-01,4.5,1.51492574075431,0.435729847494553,"04",3.3025,1.74414735616002,3.8825,0.706495374567813,4.82694167534382
2024-05-01,8.14,0.792464510246358,1.59235668789809,"05",7.46875,1.4187664410627,7.6325,0.729064958893043,8.45634919820115
2024-06-01,12.24,1.27003936946852,0.619962802231866,"06",10.99125,1.14625399204789,11.7425,1.23946705136868,11.4513359380765
2024-07-01,14.26,1.10136279218067,0.824402308326464,"07",12.84875,1.1880649032295,14.345,0.475544800353087,12.6363924751159
2024-08-01,12.7,1.3076696830622,0.584795321637427,"08",12.365,0.769173953945771,12.97,0.704110380957012,12.0700505528933
2024-09-01,10.24,1.03585713300628,0.931966449207829,"09",9.51875,0.856144805842697,9.3925,0.67111314779466,10.5999130279276
2024-10-01,3.46,0.250998007960223,15.8730158730159,"10",5.0025,1.8474828435314,3.6475,0.484259375600662,4.28717459668185
2024-11-01,-3.72,1.8430952227164,0.294377391816309,"11",0.25,2.61766526289582,-2.4975,1.36446483491305,-2.09531202417838
2024-12-01,-4.96,2.73276416838336,0.133904659882164,"12",-1.00375,2.70491582916311,-5.0275,1.31008996419548,-0.864384136999414
2025-01-01,-2.62,3.8349706648161,0.0679948323927382,"01",-1.73625,3.50578679777145,-4.01,1.34057556935178,1.89878838225144
2025-02-01,-1.98,4.15475631054338,0.0579307148650214,"02",-1.205,2.60543388215585,-2.6875,2.33666276067875,-0.416120876043828
2025-03-01,1.08,2.75626558952507,0.131630906936949,"03",-0.185,2.7565558220359,-0.4375,1.29823781664664,3.0371164768905
2025-04-01,3.24,2.5165452509343,0.157903047528817,"04",3.3025,1.74414735616002,3.8825,0.706495374567813,1.71634003820502
2025-05-01,7.92,0.947100839404126,1.11482720178372,"05",7.46875,1.4187664410627,7.6325,0.729064958893043,8.02822737829129
2025-06-01,12.94,2.6651453994107,0.140785583556244,"06",10.99125,1.14625399204789,11.7425,1.23946705136868,12.0986930368775
2025-07-01,13.78,0.605805249234438,2.72479564032698,"07",12.84875,1.1880649032295,14.345,0.475544800353087,11.437197040476
2025-08-01,13.1,0.974679434480896,1.05263157894737,"08",12.365,0.769173953945771,12.97,0.704110380957012,12.5070126967551
2025-09-01,9.76,1.09909053312273,0.827814569536424,"09",9.51875,0.856144805842697,9.3925,0.67111314779466,9.9875729059155
2025-10-01,3.48,1.62849623886578,0.377073906485671,"10",5.0025,1.8474828435314,3.6475,0.484259375600662,4.36347597303579
2025-11-01,-2.2,2.72304976083802,0.134861766689144,"11",0.25,2.61766526289582,-2.4975,1.36446483491305,0.82074055394116
2025-12-01,-3.6,2.66552058705237,0.140745953553835,"12",-1.00375,2.70491582916311,-5.0275,1.31008996419548,1.94357991753091
2026-01-01,-4.98,3.33646519538268,0.0898311174991017,"01",-1.73625,3.50578679777145,-4.01,1.34057556935178,-4.27293146099561
2026-02-01,-1.04,1.4656056768449,0.465549348230912,"02",-1.205,2.60543388215585,-2.6875,2.33666276067875,0.632001210908541
2026-03-01,2.9,1.89736659610103,0.277777777777778,"03",-0.185,2.7565558220359,-0.4375,1.29823781664664,6.90153294340826
2026-04-01,6.12,2.89689488935998,0.119161105815062,"04",3.3025,1.74414735616002,3.8825,0.706495374567813,8.82628663737942
2026-05-01,8.92,2.16494803632789,0.213356091316407,"05",7.46875,1.4187664410627,7.6325,0.729064958893043,9.97423565060881
2026-06-01,12.5,2.55244980362004,0.153491941673062,"06",10.99125,1.14625399204789,11.7425,1.23946705136868,11.6917828604883
2026-07-01,14.52,0.756306816047561,1.74825174825175,"07",12.84875,1.1880649032295,14.345,0.475544800353087,13.2859566688791
2026-08-01,13.26,1.23409886151799,0.656598818122128,"08",12.365,0.769173953945771,12.97,0.704110380957012,12.6817975542998
2026-09-01,10.8,1.37840487520902,0.526315789473684,"09",9.51875,0.856144805842697,9.3925,0.67111314779466,11.3143098369417
2026-10-01,4.24,2.31473540604537,0.186636804777902,"10",5.0025,1.8474828435314,3.6475,0.484259375600662,7.26292827448534
2026-11-01,-0.2,2.8,0.127551020408163,"11",0.25,2.61766526289582,-2.4975,1.36446483491305,4.65765184094056
2026-12-01,-3.42,2.82789674493253,0.125046892584719,"12",-1.00375,2.70491582916311,-5.0275,1.31008996419548,2.3152222188658
2027-01-01,-2.5,2.45662369930765,0.165700082850041,"01",-1.73625,3.50578679777145,-4.01,1.34057556935178,2.21260464546739
2027-02-01,-1.64,3.73403267259407,0.0717205766334361,"02",-1.205,2.60543388215585,-2.6875,2.33666276067875,-0.0370128871461626
2027-03-01,0.34,2.5075884829852,0.159033078880407,"03",-0.185,2.7565558220359,-0.4375,1.29823781664664,1.46587022127338
2027-04-01,5.42,2.08614476966485,0.229779411764706,"04",3.3025,1.74414735616002,3.8825,0.706495374567813,7.09817461674675
2027-05-01,8.62,1.78381613402279,0.314267756128221,"05",7.46875,1.4187664410627,7.6325,0.729064958893043,9.39043316891355
2027-06-01,13.9,1.40534693225552,0.506329113924051,"06",10.99125,1.14625399204789,11.7425,1.23946705136868,12.9864970580904
2027-07-01,16.3,1.69705627484771,0.347222222222222,"07",12.84875,1.1880649032295,14.345,0.475544800353087,17.7329730723354
2027-08-01,14.92,1.29884564132925,0.592768227622999,"08",12.365,0.769173953945771,12.97,0.704110380957012,14.4951904513262
2027-09-01,10.5,1.43352711868315,0.48661800486618,"09",9.51875,0.856144805842697,9.3925,0.67111314779466,10.9315972606841
2027-10-01,5.16,1.70528589978338,0.343878954607978,"10",5.0025,1.8474828435314,3.6475,0.484259375600662,10.7727915867664
2027-11-01,-0.8,3.8619943034655,0.0670465973851827,"11",0.25,2.61766526289582,-2.4975,1.36446483491305,3.50657845484074
2027-12-01,-7.78,5.00419823748021,0.0399329127066528,"12",-1.00375,2.70491582916311,-5.0275,1.31008996419548,-6.68678019124611
2028-01-01,-2.5,2.3895606290697,0.175131348511384,"01",-1.73625,3.50578679777145,-4.01,1.34057556935178,2.21260464546739
2028-02-01,-1.3,1.57003184681076,0.405679513184584,"02",-1.205,2.60543388215585,-2.6875,2.33666276067875,0.342095101751503
2028-03-01,-2.06,4.02280996319737,0.0617932398195637,"03",-0.185,2.7565558220359,-0.4375,1.29823781664664,-3.63006358072806
2028-04-01,3.4,0.913783344124853,1.19760479041916,"04",3.3025,1.74414735616002,3.8825,0.706495374567813,2.11133707149248
2028-05-01,8.24,0.563914887194867,3.14465408805032,"05",7.46875,1.4187664410627,7.6325,0.729064958893043,8.6509500254329
2028-06-01,12.68,1.68136849024835,0.353731871241599,"06",10.99125,1.14625399204789,11.7425,1.23946705136868,11.8582461144657
2028-07-01,13.7,0.620483682299543,2.5974025974026,"07",12.84875,1.1880649032295,14.345,0.475544800353087,11.2373311347027
2028-08-01,14.36,1.68908259123111,0.350508236943568,"08",12.365,0.769173953945771,12.97,0.704110380957012,13.8834434499197
2028-09-01,10.42,0.825832912882503,1.46627565982405,"09",9.51875,0.856144805842697,9.3925,0.67111314779466,10.8295405736821
2028-10-01,5.58,1.40249777183424,0.508388408744281,"10",5.0025,1.8474828435314,3.6475,0.484259375600662,12.375120490199
2028-11-01,-1.98,2.80303407043154,0.127275041364388,"11",0.25,2.61766526289582,-2.4975,1.36446483491305,1.24280079551109
2028-12-01,-5.46,3.28831263720468,0.0924812725423102,"12",-1.00375,2.70491582916311,-5.0275,1.31008996419548,-1.89672386292968
2029-01-01,-3.9,3.83666521865018,0.0679347826086957,"01",-1.73625,3.50578679777145,-4.01,1.34057556935178,-1.44858509205204
2029-02-01,-1.26,2.7437201023428,0.132837407013815,"02",-1.205,2.60543388215585,-2.6875,2.33666276067875,0.386696041621816
2029-03-01,-0.0599999999999998,4.02529502024386,0.0617169659939517,"03",-0.185,2.7565558220359,-0.4375,1.29823781664664,0.616547920939811
2029-04-01,4.56,1.65166582576501,0.366568914956012,"04",3.3025,1.74414735616002,3.8825,0.706495374567813,4.97506556282662
2029-05-01,8.86,1.75584737377712,0.324359390204346,"05",7.46875,1.4187664410627,7.6325,0.729064958893043,9.85747515426976
2029-06-01,12.24,1.42407864951343,0.493096646942801,"06",10.99125,1.14625399204789,11.7425,1.23946705136868,11.4513359380765
2029-07-01,13.66,1.66222742126341,0.361925443358668,"07",12.84875,1.1880649032295,14.345,0.475544800353087,11.137398181816
2029-08-01,13.72,1.61462069849237,0.383582662063675,"08",12.365,0.769173953945771,12.97,0.704110380957012,13.1843040197408
2029-09-01,10.5,1.94935886896179,0.263157894736842,"09",9.51875,0.856144805842697,9.3925,0.67111314779466,10.9315972606841
2029-10-01,3.84,2.03297811104793,0.241954996370675,"10",5.0025,1.8474828435314,3.6475,0.484259375600662,5.73690074740663
