"","pond_name","Decade","Scenario","Model","month","mean_med_temp"
"469","MP1","Other","8.5","YF85",1,1.48075351898724
"470","MP1","Other","8.5","YF85",2,1.20469291403877
"471","MP1","Other","8.5","YF85",3,2.04130634505612
"472","MP1","Other","8.5","YF85",4,4.38408485512499
"473","MP1","Other","8.5","YF85",5,7.87920141369177
"474","MP1","Other","8.5","YF85",6,11.6128759725394
"475","MP1","Other","8.5","YF85",7,14.5841933080778
"476","MP1","Other","8.5","YF85",8,15.6450509202044
"477","MP1","Other","8.5","YF85",9,14.4459101689945
"478","MP1","Other","8.5","YF85",10,11.4152902775521
"479","MP1","Other","8.5","YF85",11,7.19154888351687
"480","MP1","Other","8.5","YF85",12,3.65540646168101
"481","MP3","2030s","4.5","YF45",1,2.81144406051228
"482","MP3","2030s","4.5","YF45",2,2.7163803954378
"483","MP3","2030s","4.5","YF45",3,1.76560708961968
"484","MP3","2030s","4.5","YF45",4,2.98914962358943
"485","MP3","2030s","4.5","YF45",5,5.88921091710876
"486","MP3","2030s","4.5","YF45",6,9.08158030130424
"487","MP3","2030s","4.5","YF45",7,11.9089182621475
"488","MP3","2030s","4.5","YF45",8,13.2489418823907
"489","MP3","2030s","4.5","YF45",9,12.2949739595068
"490","MP3","2030s","4.5","YF45",10,9.87646340544306
"491","MP3","2030s","4.5","YF45",11,6.15129726654053
"492","MP3","2030s","4.5","YF45",12,4.60449553438813
"493","MP3","2030s","8.5","YF85",1,-1.57597099767773
"494","MP3","2030s","8.5","YF85",2,-1.93507056143032
"495","MP3","2030s","8.5","YF85",3,-1.02818361788267
"496","MP3","2030s","8.5","YF85",4,1.44692134861885
"497","MP3","2030s","8.5","YF85",5,4.67617072730259
"498","MP3","2030s","8.5","YF85",6,8.44225959056907
"499","MP3","2030s","8.5","YF85",7,11.5261248162388
"500","MP3","2030s","8.5","YF85",8,12.8375943781838
"501","MP3","2030s","8.5","YF85",9,11.9627025544641
"502","MP3","2030s","8.5","YF85",10,8.80124709705222
"503","MP3","2030s","8.5","YF85",11,4.16953389663126
"504","MP3","2030s","8.5","YF85",12,0.819459124434144
"505","MP3","2060s","4.5","YF45",1,4.52165677761288
"506","MP3","2060s","4.5","YF45",2,3.75540096374136
"507","MP3","2060s","4.5","YF45",3,3.23235981989477
"508","MP3","2060s","4.5","YF45",4,5.67111569583
"509","MP3","2060s","4.5","YF45",5,8.61377295322494
"510","MP3","2060s","4.5","YF45",6,11.142627439531
"511","MP3","2060s","4.5","YF45",7,13.6407969122841
"512","MP3","2060s","4.5","YF45",8,14.4972512572495
"513","MP3","2060s","4.5","YF45",9,13.4937749218035
"514","MP3","2060s","4.5","YF45",10,11.2783163860172
"515","MP3","2060s","4.5","YF45",11,8.01194995899166
"516","MP3","2060s","4.5","YF45",12,5.67254939288006
"517","MP3","2060s","8.5","YF85",1,-0.203568915503433
"518","MP3","2060s","8.5","YF85",2,0.0395261316627599
"519","MP3","2060s","8.5","YF85",3,0.726585490367493
"520","MP3","2060s","8.5","YF85",4,3.03177104964889
"521","MP3","2060s","8.5","YF85",5,6.26505180982346
"522","MP3","2060s","8.5","YF85",6,10.1071334179081
"523","MP3","2060s","8.5","YF85",7,13.2013876429789
"524","MP3","2060s","8.5","YF85",8,14.3924032232137
"525","MP3","2060s","8.5","YF85",9,13.342310264571
"526","MP3","2060s","8.5","YF85",10,10.4494634294249
"527","MP3","2060s","8.5","YF85",11,6.31336557574869
"528","MP3","2060s","8.5","YF85",12,2.37627068708287
"529","MP3","2090s","4.5","YF45",1,5.83256432295474
"530","MP3","2090s","4.5","YF45",2,4.4553868456698
"531","MP3","2090s","4.5","YF45",3,4.25086009401445
"532","MP3","2090s","4.5","YF45",4,6.57974259996332
"533","MP3","2090s","4.5","YF45",5,9.30539158469923
"534","MP3","2090s","4.5","YF45",6,12.1408405949407
"535","MP3","2090s","4.5","YF45",7,14.6442501901257
"536","MP3","2090s","4.5","YF45",8,15.7836288567158
"537","MP3","2090s","4.5","YF45",9,14.5880564988252
"538","MP3","2090s","4.5","YF45",10,12.3630940720823
"539","MP3","2090s","4.5","YF45",11,9.41924938560288
"540","MP3","2090s","4.5","YF45",12,7.82369504024081
"541","MP3","2090s","8.5","YF85",1,1.5215249926812
"542","MP3","2090s","8.5","YF85",2,1.26784495107749
"543","MP3","2090s","8.5","YF85",3,2.15493674802209
"544","MP3","2090s","8.5","YF85",4,4.45465117595167
"545","MP3","2090s","8.5","YF85",5,7.72428583024438
"546","MP3","2090s","8.5","YF85",6,11.58333214633
"547","MP3","2090s","8.5","YF85",7,14.5970592840653
"548","MP3","2090s","8.5","YF85",8,15.791022851462
"549","MP3","2090s","8.5","YF85",9,14.813141377229
"550","MP3","2090s","8.5","YF85",10,11.8708765851982
"551","MP3","2090s","8.5","YF85",11,7.66377280998602
"552","MP3","2090s","8.5","YF85",12,3.91000832764701
"553","MP3","Other","4.5","YF45",1,3.00421078548164
"554","MP3","Other","4.5","YF45",2,2.49441465988181
"555","MP3","Other","4.5","YF45",3,1.91677003502142
"556","MP3","Other","4.5","YF45",4,3.6940122894739
"557","MP3","Other","4.5","YF45",5,6.7772589747171
"558","MP3","Other","4.5","YF45",6,9.86681920901689
"559","MP3","Other","4.5","YF45",7,12.3312756864048
"560","MP3","Other","4.5","YF45",8,13.4186822363583
"561","MP3","Other","4.5","YF45",9,12.352745414049
"562","MP3","Other","4.5","YF45",10,10.0203524045045
"563","MP3","Other","4.5","YF45",11,6.59226741302042
"564","MP3","Other","4.5","YF45",12,4.36413471218798
"565","MP3","Other","8.5","YF85",1,-0.369635685434186
"566","MP3","Other","8.5","YF85",2,-0.660198197622063
"567","MP3","Other","8.5","YF85",3,0.159090149386474
"568","MP3","Other","8.5","YF85",4,2.3988538454975
"569","MP3","Other","8.5","YF85",5,5.71292312988684
"570","MP3","Other","8.5","YF85",6,9.47418336743833
"571","MP3","Other","8.5","YF85",7,12.4552197983324
"572","MP3","Other","8.5","YF85",8,13.5419738342887
"573","MP3","Other","8.5","YF85",9,12.4053578447395
"574","MP3","Other","8.5","YF85",10,9.44411949605461
"575","MP3","Other","8.5","YF85",11,5.32164614134348
"576","MP3","Other","8.5","YF85",12,1.78150557859102
"577","MP5","2030s","4.5","YF45",1,4.12269411732868
"578","MP5","2030s","4.5","YF45",2,4.03090212741184
"579","MP5","2030s","4.5","YF45",3,3.07825798008858
"580","MP5","2030s","4.5","YF45",4,4.30691937785649
"581","MP5","2030s","4.5","YF45",5,7.20482112904792
"582","MP5","2030s","4.5","YF45",6,10.3960501589188
"583","MP5","2030s","4.5","YF45",7,13.2256821020706
"584","MP5","2030s","4.5","YF45",8,14.5691327099854
"585","MP5","2030s","4.5","YF45",9,13.6171068614084
"586","MP5","2030s","4.5","YF45",10,11.1955834927162
"587","MP5","2030s","4.5","YF45",11,7.47546036458745
"588","MP5","2030s","4.5","YF45",12,5.92196710301214
"589","MP5","2030s","8.5","YF85",1,-0.281783746817244
"590","MP5","2030s","8.5","YF85",2,-0.626865992462801
"591","MP5","2030s","8.5","YF85",3,0.272013585708094
"592","MP5","2030s","8.5","YF85",4,2.73845904836207
"593","MP5","2030s","8.5","YF85",5,5.98274242699114
"594","MP5","2030s","8.5","YF85",6,9.74364529432997
"595","MP5","2030s","8.5","YF85",7,12.8276768759938
"596","MP5","2030s","8.5","YF85",8,14.1421454661347
"597","MP5","2030s","8.5","YF85",9,13.2700410225781
"598","MP5","2030s","8.5","YF85",10,10.1145056122666
"599","MP5","2030s","8.5","YF85",11,5.4844822540756
"600","MP5","2030s","8.5","YF85",12,2.13412775715628
"601","MP5","2060s","4.5","YF45",1,5.82790227518539
"602","MP5","2060s","4.5","YF45",2,5.08454487753587
"603","MP5","2060s","4.5","YF45",3,4.5406634468755
"604","MP5","2060s","4.5","YF45",4,6.992126911532
"605","MP5","2060s","4.5","YF45",5,9.94417944134414
"606","MP5","2060s","4.5","YF45",6,12.4641156759125
"607","MP5","2060s","4.5","YF45",7,14.953073955218
"608","MP5","2060s","4.5","YF45",8,15.8034236392564
"609","MP5","2060s","4.5","YF45",9,14.811509288502
"610","MP5","2060s","4.5","YF45",10,12.5827113734997
"611","MP5","2060s","4.5","YF45",11,9.34121168137184
"612","MP5","2060s","4.5","YF45",12,6.9763735832611
"613","MP5","2060s","8.5","YF85",1,1.11265433049098
"614","MP5","2060s","8.5","YF85",2,1.34294652783822
"615","MP5","2060s","8.5","YF85",3,2.03791261825864
"616","MP5","2060s","8.5","YF85",4,4.34013944322788
"617","MP5","2060s","8.5","YF85",5,7.56547559053579
"618","MP5","2060s","8.5","YF85",6,11.4081273406955
"619","MP5","2060s","8.5","YF85",7,14.5199817641315
"620","MP5","2060s","8.5","YF85",8,15.7043056858688
"621","MP5","2060s","8.5","YF85",9,14.6376077911172
"622","MP5","2060s","8.5","YF85",10,11.7555851315213
"623","MP5","2060s","8.5","YF85",11,7.62190491750569
"624","MP5","2060s","8.5","YF85",12,3.67236023917802
"625","MP5","2090s","4.5","YF45",1,7.14310368980484
"626","MP5","2090s","4.5","YF45",2,5.78026917746901
"627","MP5","2090s","4.5","YF45",3,5.57410334849878
"628","MP5","2090s","4.5","YF45",4,7.90512947996438
"629","MP5","2090s","4.5","YF45",5,10.6253622885432
"630","MP5","2090s","4.5","YF45",6,13.4473243362023
"631","MP5","2090s","4.5","YF45",7,15.9555245519956
"632","MP5","2090s","4.5","YF45",8,17.0957974290997
"633","MP5","2090s","4.5","YF45",9,15.89952991506
"634","MP5","2090s","4.5","YF45",10,13.6845917205215
"635","MP5","2090s","4.5","YF45",11,10.7453593822431
"636","MP5","2090s","4.5","YF45",12,9.13626894859635
"637","MP5","2090s","8.5","YF85",1,2.81834468264231
"638","MP5","2090s","8.5","YF85",2,2.56940765755726
"639","MP5","2090s","8.5","YF85",3,3.45867765733701
"640","MP5","2090s","8.5","YF85",4,5.76120253512079
"641","MP5","2090s","8.5","YF85",5,9.03865636992574
"642","MP5","2090s","8.5","YF85",6,12.8883548901143
"643","MP5","2090s","8.5","YF85",7,15.9019116816334
"644","MP5","2090s","8.5","YF85",8,17.101953554632
"645","MP5","2090s","8.5","YF85",9,16.120008482545
"646","MP5","2090s","8.5","YF85",10,13.1741909596497
"647","MP5","2090s","8.5","YF85",11,8.96991768245846
"648","MP5","2090s","8.5","YF85",12,5.22842031971158
"649","MP5","Other","4.5","YF45",1,4.23947731376619
"650","MP5","Other","4.5","YF45",2,3.74901997674037
"651","MP5","Other","4.5","YF45",3,3.18815132855015
"652","MP5","Other","4.5","YF45",4,5.01979894783736
"653","MP5","Other","4.5","YF45",5,8.21255684659821
"654","MP5","Other","4.5","YF45",6,11.2620316891687
"655","MP5","Other","4.5","YF45",7,13.6986792348112
"656","MP5","Other","4.5","YF45",8,14.7609706854254
"657","MP5","Other","4.5","YF45",9,13.6646623986474
"658","MP5","Other","4.5","YF45",10,11.2905770670643
"659","MP5","Other","4.5","YF45",11,7.86318773818145
"660","MP5","Other","4.5","YF45",12,5.6213048116269
"661","MP5","Other","8.5","YF85",1,0.860760336323462
"662","MP5","Other","8.5","YF85",2,0.594084657781972
"663","MP5","Other","8.5","YF85",3,1.42379448267667
"664","MP5","Other","8.5","YF85",4,3.7165933572753
"665","MP5","Other","8.5","YF85",5,7.13612676785789
"666","MP5","Other","8.5","YF85",6,10.8631115489294
"667","MP5","Other","8.5","YF85",7,13.8138150242695
"668","MP5","Other","8.5","YF85",8,14.8787144278751
"669","MP5","Other","8.5","YF85",9,13.7059253043106
"670","MP5","Other","8.5","YF85",10,10.6979127615568
"671","MP5","Other","8.5","YF85",11,6.58299795429253
"672","MP5","Other","8.5","YF85",12,3.03216832788474
"673","MP8","2030s","4.5","YF45",1,4.63566895864411
"674","MP8","2030s","4.5","YF45",2,4.54821997089542
"675","MP8","2030s","4.5","YF45",3,3.60981475961779
"676","MP8","2030s","4.5","YF45",4,4.83146799613261
"677","MP8","2030s","4.5","YF45",5,7.72868129654266
"678","MP8","2030s","4.5","YF45",6,10.9142336326282
"679","MP8","2030s","4.5","YF45",7,13.7478180780241
"680","MP8","2030s","4.5","YF45",8,15.0915594437518
"681","MP8","2030s","4.5","YF45",9,14.1254324732547
"682","MP8","2030s","4.5","YF45",10,11.7149336183904
"683","MP8","2030s","4.5","YF45",11,7.99633133791894
"684","MP8","2030s","4.5","YF45",12,6.43121857975146
"685","MP8","2030s","8.5","YF85",1,0.256082470967049
"686","MP8","2030s","8.5","YF85",2,-0.097996843254026
"687","MP8","2030s","8.5","YF85",3,0.800964803907285
"688","MP8","2030s","8.5","YF85",4,3.26928862530966
"689","MP8","2030s","8.5","YF85",5,6.49650855927215
"690","MP8","2030s","8.5","YF85",6,10.2668619579204
"691","MP8","2030s","8.5","YF85",7,13.3506490444712
"692","MP8","2030s","8.5","YF85",8,14.6676931446796
"693","MP8","2030s","8.5","YF85",9,13.7952957207513
"694","MP8","2030s","8.5","YF85",10,10.6281667523245
"695","MP8","2030s","8.5","YF85",11,6.00516385368969
"696","MP8","2030s","8.5","YF85",12,2.65886225955407
"697","MP8","2060s","4.5","YF45",1,6.35121789526854
"698","MP8","2060s","4.5","YF45",2,5.5923054796222
"699","MP8","2060s","4.5","YF45",3,5.0692397269848
"700","MP8","2060s","4.5","YF45",4,7.50455005167312
"701","MP8","2060s","4.5","YF45",5,10.4695621442898
"702","MP8","2060s","4.5","YF45",6,12.994692737893
"703","MP8","2060s","4.5","YF45",7,15.480864309343
"704","MP8","2060s","4.5","YF45",8,16.3167167849548
"705","MP8","2060s","4.5","YF45",9,15.3211439370924
"706","MP8","2060s","4.5","YF45",10,13.1045386108595
"707","MP8","2060s","4.5","YF45",11,9.85652585995954
"708","MP8","2060s","4.5","YF45",12,7.49444717370535
"709","MP8","2060s","8.5","YF85",1,1.63513783353881
"710","MP8","2060s","8.5","YF85",2,1.8724045250971
"711","MP8","2060s","8.5","YF85",3,2.56265811893355
"712","MP8","2060s","8.5","YF85",4,4.85855299886647
"713","MP8","2060s","8.5","YF85",5,8.09352399462048
"714","MP8","2060s","8.5","YF85",6,11.9344884347192
"715","MP8","2060s","8.5","YF85",7,15.0479989816792
"716","MP8","2060s","8.5","YF85",8,16.2331060705542
"717","MP8","2060s","8.5","YF85",9,15.1513919879453
"718","MP8","2060s","8.5","YF85",10,12.2710745060058
"719","MP8","2060s","8.5","YF85",11,8.15088816859371
"720","MP8","2060s","8.5","YF85",12,4.21089053401903
"721","MP8","2090s","4.5","YF45",1,7.67031815026456
"722","MP8","2090s","4.5","YF45",2,6.28698704987346
"723","MP8","2090s","4.5","YF45",3,6.08547913456694
"724","MP8","2090s","4.5","YF45",4,8.4272284045468
"725","MP8","2090s","4.5","YF45",5,11.141822678652
"726","MP8","2090s","4.5","YF45",6,13.9825518122598
"727","MP8","2090s","4.5","YF45",7,16.4786445051443
"728","MP8","2090s","4.5","YF45",8,17.6256763818566
"729","MP8","2090s","4.5","YF45",9,16.4265906117323
"730","MP8","2090s","4.5","YF45",10,14.2097282646613
"731","MP8","2090s","4.5","YF45",11,11.2612244189469
"732","MP8","2090s","4.5","YF45",12,9.66799161493067
"733","MP8","2090s","8.5","YF85",1,3.33897933934633
"734","MP8","2090s","8.5","YF85",2,3.09046505537427
"735","MP8","2090s","8.5","YF85",3,3.98643661702323
"736","MP8","2090s","8.5","YF85",4,6.28386008470015
"737","MP8","2090s","8.5","YF85",5,9.56858564749276
"738","MP8","2090s","8.5","YF85",6,13.4142042724678
"739","MP8","2090s","8.5","YF85",7,16.4236910444334
"740","MP8","2090s","8.5","YF85",8,17.6282682486298
"741","MP8","2090s","8.5","YF85",9,16.6404595258741
"742","MP8","2090s","8.5","YF85",10,13.6987912502489
"743","MP8","2090s","8.5","YF85",11,9.48743788967709
"744","MP8","2090s","8.5","YF85",12,5.7434977560669
"745","MP8","Other","4.5","YF45",1,4.72334520468364
"746","MP8","Other","4.5","YF45",2,4.23294865593836
"747","MP8","Other","4.5","YF45",3,3.65503495424736
"748","MP8","Other","4.5","YF45",4,5.48114989737144
"749","MP8","Other","4.5","YF45",5,8.7536619423776
"750","MP8","Other","4.5","YF45",6,11.8405487319718
"751","MP8","Other","4.5","YF45",7,14.2893355038754
"752","MP8","Other","4.5","YF45",8,15.3356019367446
"753","MP8","Other","4.5","YF45",9,14.1866255956779
"754","MP8","Other","4.5","YF45",10,11.8046321030652
"755","MP8","Other","4.5","YF45",11,8.36635075881077
"756","MP8","Other","4.5","YF45",12,6.12648003419535
"757","MP8","Other","8.5","YF85",1,1.3466183897182
"758","MP8","Other","8.5","YF85",2,1.07541554453151
"759","MP8","Other","8.5","YF85",3,1.89708884090577
"760","MP8","Other","8.5","YF85",4,4.17773121381289
"761","MP8","Other","8.5","YF85",5,7.68308827344848
"762","MP8","Other","8.5","YF85",6,11.445991510362
"763","MP8","Other","8.5","YF85",7,14.4087288946064
"764","MP8","Other","8.5","YF85",8,15.4541932634419
"765","MP8","Other","8.5","YF85",9,14.227649658229
"766","MP8","Other","8.5","YF85",10,11.2151463562961
"767","MP8","Other","8.5","YF85",11,7.08708260551202
"768","MP8","Other","8.5","YF85",12,3.53049536778298
"769","PL1","2030s","4.5","YF45",1,4.07860089511957
"770","PL1","2030s","4.5","YF45",2,4.00268360804592
"771","PL1","2030s","4.5","YF45",3,3.04749027717659
"772","PL1","2030s","4.5","YF45",4,4.27121323291793
"773","PL1","2030s","4.5","YF45",5,7.1718858925188
"774","PL1","2030s","4.5","YF45",6,10.351282831621
"775","PL1","2030s","4.5","YF45",7,13.186602010318
"776","PL1","2030s","4.5","YF45",8,14.5221125965245
"777","PL1","2030s","4.5","YF45",9,13.5638101924104
"778","PL1","2030s","4.5","YF45",10,11.1451345940485
"779","PL1","2030s","4.5","YF45",11,7.43505476286909
"780","PL1","2030s","4.5","YF45",12,5.88502495973384
"781","PL1","2030s","8.5","YF85",1,-0.302157336918865
"782","PL1","2030s","8.5","YF85",2,-0.656959264516598
"783","PL1","2030s","8.5","YF85",3,0.249334464972064
"784","PL1","2030s","8.5","YF85",4,2.72118980823382
"785","PL1","2030s","8.5","YF85",5,5.94387730115363
"786","PL1","2030s","8.5","YF85",6,9.71469846381574
"787","PL1","2030s","8.5","YF85",7,12.7962561817922
"788","PL1","2030s","8.5","YF85",8,14.1051385618164
"789","PL1","2030s","8.5","YF85",9,13.2269576639234
"790","PL1","2030s","8.5","YF85",10,10.0718632054472
"791","PL1","2030s","8.5","YF85",11,5.45318030023971
"792","PL1","2030s","8.5","YF85",12,2.09922797959973
"793","PL1","2060s","4.5","YF45",1,5.7927611593534
"794","PL1","2060s","4.5","YF45",2,5.0360751734159
"795","PL1","2060s","4.5","YF45",3,4.49733321925204
"796","PL1","2060s","4.5","YF45",4,6.95235653707396
"797","PL1","2060s","4.5","YF45",5,9.90271704385026
"798","PL1","2060s","4.5","YF45",6,12.4226045841089
"799","PL1","2060s","4.5","YF45",7,14.9123539964195
"800","PL1","2060s","4.5","YF45",8,15.7665271082946
"801","PL1","2060s","4.5","YF45",9,14.7735847947322
"802","PL1","2060s","4.5","YF45",10,12.5402073349448
"803","PL1","2060s","4.5","YF45",11,9.28767165235311
"804","PL1","2060s","4.5","YF45",12,6.93631578339553
"805","PL1","2060s","8.5","YF85",1,1.07161156784671
"806","PL1","2060s","8.5","YF85",2,1.30649484097789
"807","PL1","2060s","8.5","YF85",3,2.01191890686328
"808","PL1","2060s","8.5","YF85",4,4.3115591037036
"809","PL1","2060s","8.5","YF85",5,7.54140150700545
"810","PL1","2060s","8.5","YF85",6,11.3720255377964
"811","PL1","2060s","8.5","YF85",7,14.496416485597
"812","PL1","2060s","8.5","YF85",8,15.6868243588266
"813","PL1","2060s","8.5","YF85",9,14.6102931495177
"814","PL1","2060s","8.5","YF85",10,11.7181352249246
"815","PL1","2060s","8.5","YF85",11,7.5947930314946
"816","PL1","2060s","8.5","YF85",12,3.64560025768361
"817","PL1","2090s","4.5","YF45",1,7.09704073451521
"818","PL1","2090s","4.5","YF45",2,5.71799473105527
"819","PL1","2090s","4.5","YF45",3,5.51729168897752
"820","PL1","2090s","4.5","YF45",4,7.8639511535472
"821","PL1","2090s","4.5","YF45",5,10.5803498262266
"822","PL1","2090s","4.5","YF45",6,13.4176099907015
"823","PL1","2090s","4.5","YF45",7,15.9218761646813
"824","PL1","2090s","4.5","YF45",8,17.0667488595015
"825","PL1","2090s","4.5","YF45",9,15.8597759106917
"826","PL1","2090s","4.5","YF45",10,13.6387100097034
"827","PL1","2090s","4.5","YF45",11,10.6900030688299
"828","PL1","2090s","4.5","YF45",12,9.0898189245096
"829","PL1","2090s","8.5","YF85",1,2.80080664408333
"830","PL1","2090s","8.5","YF85",2,2.53900638103306
"831","PL1","2090s","8.5","YF85",3,3.42525871491757
"832","PL1","2090s","8.5","YF85",4,5.72454728664366
"833","PL1","2090s","8.5","YF85",5,9.01228501730299
"834","PL1","2090s","8.5","YF85",6,12.8612749963539
"835","PL1","2090s","8.5","YF85",7,15.8626556034389
"836","PL1","2090s","8.5","YF85",8,17.0734017929191
"837","PL1","2090s","8.5","YF85",9,16.0856613538119
"838","PL1","2090s","8.5","YF85",10,13.1378165205373
"839","PL1","2090s","8.5","YF85",11,8.93668979997583
"840","PL1","2090s","8.5","YF85",12,5.18804666374565
"841","PL1","Other","4.5","YF45",1,4.1611721691338
"842","PL1","Other","4.5","YF45",2,3.65144292180957
"843","PL1","Other","4.5","YF45",3,3.12764724680791
"844","PL1","Other","4.5","YF45",4,4.996568480977
"845","PL1","Other","4.5","YF45",5,8.28342517034814
"846","PL1","Other","4.5","YF45",6,11.2767404011788
"847","PL1","Other","4.5","YF45",7,13.6926402385371
"848","PL1","Other","4.5","YF45",8,14.7488834619077
"849","PL1","Other","4.5","YF45",9,13.6296694754777
"850","PL1","Other","4.5","YF45",10,11.2086057171707
"851","PL1","Other","4.5","YF45",11,7.74551084610637
"852","PL1","Other","4.5","YF45",12,5.53316954635082
"853","PL1","Other","8.5","YF85",1,0.788965487683885
"854","PL1","Other","8.5","YF85",2,0.499345356055742
"855","PL1","Other","8.5","YF85",3,1.37568855565648
"856","PL1","Other","8.5","YF85",4,3.70113766271729
"857","PL1","Other","8.5","YF85",5,7.223123050832
"858","PL1","Other","8.5","YF85",6,10.8871550104628
"859","PL1","Other","8.5","YF85",7,13.8216014506265
"860","PL1","Other","8.5","YF85",8,14.8778912738663
"861","PL1","Other","8.5","YF85",9,13.6819023595287
"862","PL1","Other","8.5","YF85",10,10.6300419640327
"863","PL1","Other","8.5","YF85",11,6.47042858362049
"864","PL1","Other","8.5","YF85",12,2.94774131387466
"865","PL2","2030s","4.5","YF45",1,4.38717362605774
"866","PL2","2030s","4.5","YF45",2,4.29450501655889
"867","PL2","2030s","4.5","YF45",3,3.33112009667342
"868","PL2","2030s","4.5","YF45",4,4.56490542304891
"869","PL2","2030s","4.5","YF45",5,7.47557005750551
"870","PL2","2030s","4.5","YF45",6,10.6599030548612
"871","PL2","2030s","4.5","YF45",7,13.4920578713336
"872","PL2","2030s","4.5","YF45",8,14.8383750664805
"873","PL2","2030s","4.5","YF45",9,13.8761533390032
"874","PL2","2030s","4.5","YF45",10,11.4532200065207
"875","PL2","2030s","4.5","YF45",11,7.74511362501112
"876","PL2","2030s","4.5","YF45",12,6.19056990688571
"877","PL2","2030s","8.5","YF85",1,0.00790669397471117
"878","PL2","2030s","8.5","YF85",2,-0.358531688658993
"879","PL2","2030s","8.5","YF85",3,0.539115595461547
"880","PL2","2030s","8.5","YF85",4,3.02090343455464
"881","PL2","2030s","8.5","YF85",5,6.25226510122315
"882","PL2","2030s","8.5","YF85",6,10.0237354268466
"883","PL2","2030s","8.5","YF85",7,13.112415419534
"884","PL2","2030s","8.5","YF85",8,14.4178265590685
"885","PL2","2030s","8.5","YF85",9,13.5456206227082
"886","PL2","2030s","8.5","YF85",10,10.3842614206826
"887","PL2","2030s","8.5","YF85",11,5.75483091391283
"888","PL2","2030s","8.5","YF85",12,2.40399301465625
"889","PL2","2060s","4.5","YF45",1,6.09424588531324
"890","PL2","2060s","4.5","YF45",2,5.33528424034875
"891","PL2","2060s","4.5","YF45",3,4.81132636010303
"892","PL2","2060s","4.5","YF45",4,7.25260708775585
"893","PL2","2060s","4.5","YF45",5,10.2151666177659
"894","PL2","2060s","4.5","YF45",6,12.7330148073259
"895","PL2","2060s","4.5","YF45",7,15.2294906096214
"896","PL2","2060s","4.5","YF45",8,16.0660621633802
"897","PL2","2060s","4.5","YF45",9,15.0676591818484
"898","PL2","2060s","4.5","YF45",10,12.843986137645
"899","PL2","2060s","4.5","YF45",11,9.58676600364343
"900","PL2","2060s","4.5","YF45",12,7.23523446914289
"901","PL2","2060s","8.5","YF85",1,1.3829596242228
"902","PL2","2060s","8.5","YF85",2,1.60910243799478
"903","PL2","2060s","8.5","YF85",3,2.30631075001667
"904","PL2","2060s","8.5","YF85",4,4.61933524474195
"905","PL2","2060s","8.5","YF85",5,7.85286211974774
"906","PL2","2060s","8.5","YF85",6,11.6927580472882
"907","PL2","2060s","8.5","YF85",7,14.7986548177812
"908","PL2","2060s","8.5","YF85",8,15.9774825712779
"909","PL2","2060s","8.5","YF85",9,14.9195539002165
"910","PL2","2060s","8.5","YF85",10,12.0268838734509
"911","PL2","2060s","8.5","YF85",11,7.89705301587499
"912","PL2","2060s","8.5","YF85",12,3.95187432887833
"913","PL2","2090s","4.5","YF45",1,7.41542051882146
"914","PL2","2090s","4.5","YF45",2,6.0218133961657
"915","PL2","2090s","4.5","YF45",3,5.82907601861725
"916","PL2","2090s","4.5","YF45",4,8.16000204810166
"917","PL2","2090s","4.5","YF45",5,10.8873374469027
"918","PL2","2090s","4.5","YF45",6,13.7128361223544
"919","PL2","2090s","4.5","YF45",7,16.223627711039
"920","PL2","2090s","4.5","YF45",8,17.3614599750821
"921","PL2","2090s","4.5","YF45",9,16.1680587322846
"922","PL2","2090s","4.5","YF45",10,13.9581618775077
"923","PL2","2090s","4.5","YF45",11,11.0069202729346
"924","PL2","2090s","4.5","YF45",12,9.39751693028448
"925","PL2","2090s","8.5","YF85",1,3.0966143432021
"926","PL2","2090s","8.5","YF85",2,2.8479725861492
"927","PL2","2090s","8.5","YF85",3,3.73948883371919
"928","PL2","2090s","8.5","YF85",4,6.02524891599883
"929","PL2","2090s","8.5","YF85",5,9.31045147563524
"930","PL2","2090s","8.5","YF85",6,13.1699185376697
"931","PL2","2090s","8.5","YF85",7,16.1793135098911
"932","PL2","2090s","8.5","YF85",8,17.3740304183828
"933","PL2","2090s","8.5","YF85",9,16.3975928511785
"934","PL2","2090s","8.5","YF85",10,13.4535766884745
"935","PL2","2090s","8.5","YF85",11,9.24673964438954
"936","PL2","2090s","8.5","YF85",12,5.49172273904072
"937","PL2","Other","4.5","YF45",1,4.42727330023206
"938","PL2","Other","4.5","YF45",2,3.91851277403803
"939","PL2","Other","4.5","YF45",3,3.38559076482389
"940","PL2","Other","4.5","YF45",4,5.30372341604146
"941","PL2","Other","4.5","YF45",5,8.63629993132605
"942","PL2","Other","4.5","YF45",6,11.615558570533
"943","PL2","Other","4.5","YF45",7,14.0383431457814
"944","PL2","Other","4.5","YF45",8,15.0906284077125
"945","PL2","Other","4.5","YF45",9,13.9740415716112
"946","PL2","Other","4.5","YF45",10,11.5286763223632
"947","PL2","Other","4.5","YF45",11,8.02988477006967
"948","PL2","Other","4.5","YF45",12,5.78442430715935
"949","PL2","Other","8.5","YF85",1,1.0554719057698
"950","PL2","Other","8.5","YF85",2,0.768812826115124
"951","PL2","Other","8.5","YF85",3,1.63502431092777
"952","PL2","Other","8.5","YF85",4,4.0142980607314
"953","PL2","Other","8.5","YF85",5,7.57476999302506
"954","PL2","Other","8.5","YF85",6,11.2235651413776
