"Month","Decade","mean_diff_AvgTemp","sd_diff_AvgTemp"
"01","2030s",1.96947201462113,1.81079437453679
"02","2030s",1.67270016158751,2.24756484808238
"03","2030s",1.32519957000546,1.85091296558669
"04","2030s",0.925288158855465,1.36989150170043
"05","2030s",-0.188745820176966,1.11016815921595
"06","2030s",-0.494999267548335,0.754095499201424
"07","2030s",-0.123590359096143,0.780996200811885
"08","2030s",0.575080299999528,0.758886080330671
"09","2030s",1.92415571149825,0.606650558701911
"10","2030s",2.9470883752276,1.58212700199113
"11","2030s",2.16507255759859,1.03956335882649
"12","2030s",2.54049277579136,1.84806504237377
