"Month","Decade","mean_diff_AvgTemp","sd_diff_AvgTemp"
"01","2030s",2.35187175689316,1.11058334205045
"02","2030s",2.95979930983301,1.8877143154356
"03","2030s",2.21459623078522,2.68871812240061
"04","2030s",1.52953166531229,2.84766281841581
"05","2030s",0.216834451263554,1.80398930522288
"06","2030s",0.0125698020778818,1.26563710364167
"07","2030s",0.434705140850571,0.939708670784666
"08","2030s",1.02198030434336,0.864053805504658
"09","2030s",1.90907744004245,0.609614731291487
"10","2030s",2.62833780893778,0.821101262984319
"11","2030s",2.57286629671489,1.62233694804454
"12","2030s",3.16773009544135,2.07150647749536
