"date","avg_temperature","std_temperature","precision"
2012-01-01,-6.66,1.48256534425974,0.454959053685168
2012-02-01,-3.84,5.18825596901309,0.0371498625455086
2012-03-01,-0.0200000000000001,2.84552279906523,0.123502531801902
2012-04-01,3.28,0.944457516249408,1.12107623318386
2012-05-01,7.2,0.728010988928052,1.88679245283019
2012-06-01,12.74,2.99048491051201,0.111819300011182
2012-07-01,15.34,2.06470336852537,0.234576589256392
2012-08-01,13.12,1.10995495404093,0.811688311688312
2012-09-01,9.26,0.658027355054484,2.3094688221709
2012-10-01,3.76,1.30307329034095,0.588928150765607
2012-11-01,-1.7,2.93513202428783,0.116076610562972
2012-12-01,-3.46,4.61009761284943,0.0470521808685833
2013-01-01,-6.68,4.83032090031294,0.0428595919766844
2013-02-01,-3.58,0.870057469366248,1.32100396301189
2013-03-01,-0.42,2.90120664551838,0.118807175953428
2013-04-01,3.6,1.46287388383278,0.467289719626168
2013-05-01,7.48,1.44637477854116,0.478011472275334
2013-06-01,11.82,2.59557315443044,0.148434021077631
2013-07-01,14.48,1.30652210084637,0.585823081429408
2013-08-01,13.92,2.44376758305695,0.167448091091762
2013-09-01,10.62,1.39176147381654,0.516262261228704
2013-10-01,4.46,2.12790977252326,0.220848056537102
2013-11-01,-1.98,2.62811719677795,0.144780657304184
2013-12-01,-6.12,4.1360609279845,0.0584556029695446
2014-01-01,-1.66,1.48256534425974,0.454959053685168
2014-02-01,-0.94,3.58928962330988,0.0776216719708143
2014-03-01,1.88,3.00449663005303,0.110778774786751
2014-04-01,4.34,2.1019038988498,0.226346763241286
2014-05-01,8.68,2.00299775336869,0.249252243270189
2014-06-01,12.8,2.61438329248027,0.146305779078274
2014-07-01,14.32,2.98110717687238,0.112523911331158
2014-08-01,13.44,1.62265215003093,0.379794910748196
2014-09-01,10.06,1.48087811787466,0.455996352029184
2014-10-01,5.48,1.82948080066449,0.298775022408127
2014-11-01,-0.7,2.7046256672597,0.136705399863295
2014-12-01,-4.98,2.79857106395389,0.127681307456588
2015-01-01,-6.2,5.29858471669558,0.0356188780053428
2015-02-01,-2.86,4.36038989082398,0.0525955924893494
2015-03-01,-0.04,2.68756395272745,0.138446628824588
2015-04-01,3.64,2.15708136146971,0.21491510853213
2015-05-01,7.04,1.2837445228705,0.606796116504854
2015-06-01,11.08,1.26964561984831,0.620347394540943
2015-07-01,14.84,2.70610421085368,0.136556056261095
2015-08-01,12.54,0.795612971236643,1.57977883096367
2015-09-01,9.46,1.98443946745674,0.253936008125952
2015-10-01,4.38,1.99674735507525,0.250815149235014
2015-11-01,-2.12,3.69283089241844,0.0733299112708074
2015-12-01,-6.36,2.58708329977989,0.149409831166891
2016-01-01,-7.78,1.3736811857196,0.529941706412295
2016-02-01,-3.86,3.68822450509727,0.0735131956186136
2016-03-01,-0.22,3.89191469587914,0.0660196738628111
2016-04-01,3.9,2.19772609758359,0.20703933747412
2016-05-01,8.12,1.26372465355393,0.626174076393237
2016-06-01,12.54,1.03344085462111,0.936329588014981
2016-07-01,12.9,0.435889894354067,5.26315789473684
2016-08-01,13.04,1.10136279218067,0.824402308326464
2016-09-01,9.84,1.48087811787466,0.455996352029184
2016-10-01,4.24,1.58524446064322,0.397930760047752
2016-11-01,-3.92,2.93802654855262,0.115848007414272
2016-12-01,-6.84,3.26772091831601,0.0936504963476306
2017-01-01,-6.38,3.39587985653203,0.0867152271938952
2017-02-01,-2.6,2.76043474836845,0.131233595800525
2017-03-01,-1.72,2.59846108302587,0.148104265402844
2017-04-01,3.68,1.21119775429118,0.681663258350375
2017-05-01,7.48,0.906642156531451,1.21654501216545
2017-06-01,10.34,2.39854122332721,0.173822353554667
2017-07-01,13.76,2.14778956138631,0.216778668978973
2017-08-01,13.24,0.550454357780915,3.3003300330033
2017-09-01,10.08,0.772657750883274,1.6750418760469
2017-10-01,3.34,2.15244047536744,0.215842866393266
2017-11-01,-2.98,2.02410474037289,0.244081034903588
2017-12-01,-6.82,1.91885382455256,0.271591526344378
2018-01-01,-5.3,3.57980446393375,0.0780335544284042
2018-02-01,-2.96,5.13351731272039,0.0379463438697681
2018-03-01,-0.0799999999999999,3.27826173451724,0.0930492230389876
2018-04-01,3.64,2.34478143970819,0.181884321571481
2018-05-01,7.66,1.56620560591514,0.40766408479413
2018-06-01,12.44,2.2378561169119,0.199680511182109
2018-07-01,13.8,1.97863589374094,0.255427841634738
2018-08-01,13.02,0.985900603509299,1.02880658436214
2018-09-01,9.5,1.04163333279998,0.921658986175115
2018-10-01,2.9,1.25299640861417,0.636942675159236
2018-11-01,-3.04,1.7572706109191,0.323834196891192
2018-12-01,-6.08,3.49456721211655,0.0818866688503112
2019-01-01,-7.46,5.67873225288884,0.0310096750186058
2019-02-01,-1.06,3.22536819603592,0.0961261174661156
2019-03-01,0.86,2.48656389421225,0.161733786187935
2019-04-01,3.24,2.79338504327635,0.128155837498398
2019-05-01,7.38,1.05214067500501,0.903342366757
2019-06-01,12.56,2.58804945856914,0.149298297999403
2019-07-01,13.72,1.71084774307944,0.341646737273659
2019-08-01,13.56,1.36124942607885,0.539665407447383
2019-09-01,9.36,0.920869154657707,1.17924528301887
2019-10-01,2.76,2.28100854886605,0.192196809532962
2019-11-01,-3.28,2.0729206448873,0.232720502676286
2019-12-01,-4.52,4.1948778289719,0.0568278683866568
2020-01-01,-4.02,3.15705559026128,0.100331092605598
2020-02-01,-1.76,3.49614072943296,0.0818129755379203
2020-03-01,-3.68,1.91755052084684,0.27196083763938
2020-04-01,2.46,0.826438140455776,1.46412884333821
2020-05-01,7.28,0.920326029187483,1.18063754427391
2020-06-01,11.62,2.45295739873321,0.166195778627223
2020-07-01,13.9,1.92223827867411,0.27063599458728
2020-08-01,13,1.78605710994917,0.313479623824451
2020-09-01,8.96,1.17601020403736,0.723065798987708
2020-10-01,3.48,1.99924985932224,0.250187640730548
2020-11-01,-4,2.50798724079689,0.158982511923688
2020-12-01,-5.56,2.24788789756073,0.19790223629527
2021-01-01,-7.3,4.1803109932157,0.0572246065808298
2021-02-01,-2.52,2.8331960751067,0.124579544038869
2021-03-01,-1.54,2.62449995237188,0.145180023228804
2021-04-01,3.62,1.49231363995643,0.449034575662326
2021-05-01,7.38,0.576194411635518,3.01204819277108
2021-06-01,12.66,1.77707625047436,0.316656111462951
2021-07-01,14.48,1.17345643293648,0.726216412490922
2021-08-01,13.42,1.17983049630021,0.718390804597701
2021-09-01,9.54,0.743639697703128,1.80831826401447
2021-10-01,4.98,1.72104619345327,0.337609723160027
2021-11-01,-3.04,2.27442300375282,0.1933114247052
2021-12-01,-5.04,3.15721396170738,0.100321027287319
2022-01-01,-5.12,2.30802946255025,0.18772292096865
2022-02-01,-3.46,0.870631954387157,1.31926121372032
2022-03-01,0.8,3.58468966578698,0.0778210116731517
2022-04-01,4.18,1.60686029262036,0.387296669248644
2022-05-01,7.16,1.06207344378814,0.886524822695036
2022-06-01,11.02,1.40249777183424,0.508388408744281
2022-07-01,13.4,1.88679622641132,0.280898876404494
2022-08-01,12.74,1.17601020403736,0.723065798987709
2022-09-01,9.8,1.3838352503098,0.522193211488251
2022-10-01,3.02,3.12681947032444,0.102280863250486
2022-11-01,-3,5.00149977506747,0.0399760143913652
2022-12-01,-5.58,3.14117812293413,0.101347927434884
2023-01-01,-4.04,3.49614072943296,0.0818129755379203
2023-02-01,-2.44,2.8754130138121,0.120948234155781
2023-03-01,-1.56,1.72713635825316,0.335232986925914
2023-04-01,2.98,1.69322178110252,0.348796651552145
2023-05-01,7.5,1.04880884817015,0.909090909090909
2023-06-01,11.46,2.20522107735256,0.205634382068682
2023-07-01,13.68,1.00598210719674,0.988142292490118
2023-08-01,13.86,1.1458621208505,0.761614623000762
2023-09-01,9.42,1.22759928315391,0.6635700066357
2023-10-01,2.6,1.67332005306815,0.357142857142857
2023-11-01,-4.02,3.47375877112962,0.0828706389326262
2023-12-01,-5.62,3.62863610741006,0.075947444368497
2024-01-01,-3.16,0.798749021908634,1.56739811912226
2024-02-01,-1.04,2.05255937794744,0.237360550676478
2024-03-01,1.62,2.91924647811726,0.117343346632246
2024-04-01,3.74,1.59781100259073,0.391696043869957
2024-05-01,8.02,1.04259292151827,0.919963201471941
2024-06-01,13.38,3.14276947929688,0.10124531740407
2024-07-01,15.14,2.15244047536744,0.215842866393266
2024-08-01,14.18,1.28335497817245,0.60716454159077
2024-09-01,9.7,1.38021737418423,0.524934383202099
2024-10-01,4.86,1.85822495947073,0.289603243556328
2024-11-01,0.16,2.11494680784175,0.223563603845294
2024-12-01,-5.24,1.87962762269552,0.283045570336824
2025-01-01,-7.36,5.35378370874282,0.0348881833722918
2025-02-01,-0.14,1.41527382509534,0.499251123315027
2025-03-01,0.88,1.9715476154534,0.257267815796244
2025-04-01,3.28,2.03641842458764,0.241138172172655
2025-05-01,8.24,1.79527156720091,0.310269934843314
2025-06-01,12.28,2.7761484110184,0.129752173348904
2025-07-01,13.96,1.30499042142079,0.587199060481503
2025-08-01,14.38,0.901110426085505,1.23152709359606
2025-09-01,10.1,1.27867118525444,0.611620795107034
2025-10-01,5.24,1.62573060498965,0.378357926598562
2025-11-01,-5.1,4.02057209859492,0.0618620476337767
2025-12-01,-4.5,2.2781571499789,0.192678227360308
2026-01-01,-6.64,4.82887150377808,0.0428853246419075
2026-02-01,-0.36,4.39636213249091,0.0517384105960265
2026-03-01,0.4,1.29228479833201,0.598802395209581
2026-04-01,3.96,0.378153408023781,6.99300699300699
2026-05-01,8.5,1.33977610069743,0.557103064066853
2026-06-01,12.54,1.94756257922563,0.263643553915107
2026-07-01,14.36,1.01636607578175,0.968054211035817
2026-08-01,13.34,2.11494680784175,0.223563603845294
2026-09-01,9.76,2.42755020545405,0.169692855930765
2026-10-01,3.54,1.66823259769134,0.359324469996407
2026-11-01,-3.66,4.54180580826614,0.0484777971688966
2026-12-01,-6.24,5.42153114903899,0.0340217058483312
2027-01-01,-4.14,3.22846712853019,0.0959416674661806
2027-02-01,-0.94,2.30607892319409,0.188040616773223
2027-03-01,0.78,1.54175224987674,0.420698359276399
2027-04-01,3.5,2.34840371316348,0.181323662737987
2027-05-01,7.84,2.27112307020117,0.19387359441644
2027-06-01,13.26,3.39676316513236,0.0866701334720055
2027-07-01,15.12,2.12649947096161,0.221141088014153
2027-08-01,13,0.919238815542511,1.18343195266272
2027-09-01,10.84,1.57098695093244,0.405186385737439
2027-10-01,5.14,1.84336648553672,0.294290759270159
2027-11-01,-2.04,1.29151074327704,0.599520383693046
2027-12-01,-4.18,1.30652210084637,0.585823081429408
2028-01-01,-1.72,1.91494125236259,0.272702481592582
2028-02-01,0.16,2.63210942021794,0.144341801385681
2028-03-01,-0.06,2.33623628941937,0.183217295712715
2028-04-01,4.16,2.46840029168691,0.164122763827343
2028-05-01,8.6,2.16794833886788,0.212765957446809
2028-06-01,13.28,1.9588261791185,0.260620276257493
2028-07-01,14.32,1.42021125189177,0.495785820525533
2028-08-01,14.44,1.56620560591514,0.40766408479413
