"","pond","low","med","high","time","pond_name"
"1","1",-6.03029699267856,0.166380276186944,6.43219966480938,2012-01-01,"MP1"
"2","1",6.62,6.62,6.62,2012-10-01,"MP1"
"3","1",-2.05095012287546,2.01761519963406,5.94418611097451,2012-04-01,"MP1"
"4","1",2.65678350873768,6.62527116598039,10.4620264759783,2087-04-01,"MP1"
"5","1",5.43891754721916,9.65979096351263,13.9606133059612,2087-05-01,"MP1"
"6","1",9.51091524154203,13.3093423525198,17.2139215401621,2087-06-01,"MP1"
"7","1",12.5992986075273,16.5313544428118,20.6552302927483,2087-07-01,"MP1"
"8","1",14.1051327642076,17.9008705922323,21.9665180279818,2087-08-01,"MP1"
"9","1",12.9167369746947,16.5897115525754,20.5131660433316,2087-09-01,"MP1"
"10","1",10.4360994169879,14.2921981846647,18.3420606470473,2087-10-01,"MP1"
"11","1",6.50993232264396,10.2810060184897,14.0961928199016,2087-11-01,"MP1"
"12","1",1.69668678117002,6.11759747465515,10.5236799236416,2087-12-01,"MP1"
"13","1",-0.293113791689153,4.14950066789143,8.48122755230303,2088-01-01,"MP1"
"14","1",1.51645890745357,4.93964700992828,8.27381657416028,2012-05-01,"MP1"
"15","1",-2.1835585429802,3.10191575327986,8.33641407768959,2088-02-01,"MP1"
"16","1",-1.12550595354133,3.80829659015948,8.63458407746511,2088-03-01,"MP1"
"17","1",2.17884131919102,6.47130487674123,10.6747607970468,2088-04-01,"MP1"
"18","1",5.73981953237954,9.84921564683202,14.0623116047963,2088-05-01,"MP1"
"19","1",9.3397495267981,13.541782714833,17.8267547828378,2088-06-01,"MP1"
"20","1",12.1765044370538,16.4793388156268,20.8902225166959,2088-07-01,"MP1"
"21","1",14.039449635287,17.5055673051353,21.3267531699673,2088-08-01,"MP1"
"22","1",12.9630647112344,16.7306691116214,20.61325246537,2088-09-01,"MP1"
"23","1",9.663748599783,13.4260209023119,17.275940636266,2088-10-01,"MP1"
"24","1",4.55048686895118,9.09194782472241,13.7476921963636,2088-11-01,"MP1"
"25","1",4.71696257148309,8.32625908695142,11.7715447014423,2012-06-01,"MP1"
"26","1",1.33887248008446,5.84914732324145,10.2590209501453,2088-12-01,"MP1"
"27","1",-0.272488073985138,4.12657790202437,8.4131305156862,2089-01-01,"MP1"
"28","1",0.0707465597534273,4.68894202170017,9.21378610310009,2089-02-01,"MP1"
"29","1",-1.3626876916136,4.99163934389381,11.3064503817028,2089-03-01,"MP1"
"30","1",2.51710929863822,7.28864768290304,12.0006779076841,2089-04-01,"MP1"
"31","1",6.15205853592023,10.262719365358,14.4036874753205,2089-05-01,"MP1"
"32","1",9.98537281000195,13.8765808014835,17.8961560489291,2089-06-01,"MP1"
"33","1",13.0101102821756,17.1306940204145,21.4257709186351,2089-07-01,"MP1"
"34","1",14.3599982933556,18.3722452996513,22.5358176339782,2089-08-01,"MP1"
"35","1",13.4300530150528,17.1931866408258,21.2235333345931,2089-09-01,"MP1"
"36","1",8.17330953051784,11.8556722096568,15.4790336409085,2012-07-01,"MP1"
"37","1",11.029308815867,14.5643626595958,18.363813390335,2089-10-01,"MP1"
"38","1",6.56092689712013,10.2958190918126,14.0986601819702,2089-11-01,"MP1"
"39","1",2.62761185701443,6.58360195272647,10.5921098168945,2089-12-01,"MP1"
"40","1",-3.4320040774353,3.10475959203283,9.57150172948085,2090-01-01,"MP1"
"41","1",-3.71015809182147,2.86097934762125,9.13235830978364,2090-02-01,"MP1"
"42","1",-0.940921252062467,4.21024956330314,9.2042832278628,2090-03-01,"MP1"
"43","1",1.85658863280938,6.63872997653315,11.2667843016193,2090-04-01,"MP1"
"44","1",6.01978001408728,9.82889497790719,13.6052412842161,2090-05-01,"MP1"
"45","1",9.51929025328499,13.7350574572631,17.9746067795963,2090-06-01,"MP1"
"46","1",12.2775481012194,16.6661879072906,21.2248199073602,2090-07-01,"MP1"
"47","1",9.84853702495288,13.1435771478878,16.4961901224639,2012-08-01,"MP1"
"48","1",13.8397981263285,17.7235049751734,21.8672426042283,2090-08-01,"MP1"
"49","1",12.4520237134101,16.5953845781488,20.924389609276,2090-09-01,"MP1"
"50","1",10.1818834850474,13.5795713617704,17.1347954869661,2090-10-01,"MP1"
"51","1",3.80971259700429,8.4039470915706,13.0044368281021,2090-11-01,"MP1"
"52","1",1.42722991137034,4.96286894061584,8.63575624330755,2090-12-01,"MP1"
"53","1",-0.13381355062618,3.18826952835064,6.50097178587071,2091-01-01,"MP1"
"54","1",0.469485534965818,3.89585532158199,7.19689217974984,2091-02-01,"MP1"
"55","1",0.362904759440017,4.69276901224769,9.09412347307755,2091-03-01,"MP1"
"56","1",3.32067404965178,6.99268412046251,10.6783323795238,2091-04-01,"MP1"
"57","1",6.61850441233108,9.81071110910867,13.0893427520592,2091-05-01,"MP1"
"58","1",9.28736256136264,12.2482939735024,15.2225746346051,2012-09-01,"MP1"
"59","1",10.4808993615669,13.4628547351032,16.662044571212,2091-06-01,"MP1"
"60","1",13.19719437369,16.6301195844878,20.1064371300558,2091-07-01,"MP1"
"61","1",13.9684536922788,18.0532684345585,22.312599794406,2091-08-01,"MP1"
"62","1",13.476432424373,16.9918369705434,20.74195825686,2091-09-01,"MP1"
"63","1",10.2063180606501,13.6528291480632,17.3548317838679,2091-10-01,"MP1"
"64","1",6.31829159091488,9.46238864095707,12.8712990708471,2091-11-01,"MP1"
"65","1",2.95781631849138,6.29680274212862,9.68674028999579,2091-12-01,"MP1"
"66","1",-0.642593559722299,3.45062966448429,7.37991062053913,2092-01-01,"MP1"
