"","pond","low","med","high","time","pond_name"
"1","1",-5.82247112151668,0.22632872353477,6.43805524941316,2012-01-01,"MP1"
"2","1",6.62,6.62,6.62,2012-10-01,"MP1"
"3","1",-1.56084097825267,2.18800173994093,5.74003962676746,2012-04-01,"MP1"
"4","1",6.12669727369137,9.67589889745373,13.2913425857529,2087-04-01,"MP1"
"5","1",8.16015241405731,11.378298271729,14.5738508993948,2087-05-01,"MP1"
"6","1",10.8202712701641,14.3574564476898,18.0626144273778,2087-06-01,"MP1"
"7","1",12.7387305823603,16.0966210302152,19.5908449955586,2087-07-01,"MP1"
"8","1",13.099255226442,16.3009501509998,19.6806683234322,2087-08-01,"MP1"
"9","1",11.9551135028065,15.1732807492663,18.4469801117389,2087-09-01,"MP1"
"10","1",9.39532756923616,13.038164597555,16.7668249036625,2087-10-01,"MP1"
"11","1",4.09780900486713,9.44121190412661,14.864622066196,2087-11-01,"MP1"
"12","1",3.87187912805612,7.91478629624938,12.2038353741308,2087-12-01,"MP1"
"13","1",-1.09033669806162,3.91086059347631,8.78553675544362,2088-01-01,"MP1"
"14","1",1.83205139864447,5.06662836676726,8.19637632004104,2012-05-01,"MP1"
"15","1",-0.790630839190016,3.92614817926339,8.61254705781595,2088-02-01,"MP1"
"16","1",-2.16911070274309,1.92543615155513,6.08303953812568,2088-03-01,"MP1"
"17","1",2.46975532483069,6.18274586454939,9.82682677534943,2088-04-01,"MP1"
"18","1",5.80750928082749,9.07820890175024,12.325864429067,2088-05-01,"MP1"
"19","1",9.35419822074885,12.5461948748422,15.7840350007787,2088-06-01,"MP1"
"20","1",12.4539792679884,15.7209931196734,19.1073416074636,2088-07-01,"MP1"
"21","1",13.3800488309085,16.4376917283981,19.6329717150302,2088-08-01,"MP1"
"22","1",12.5791183720198,15.8284334959173,19.1231303588051,2088-09-01,"MP1"
"23","1",10.6206811956035,14.2066808226476,17.9130985944361,2088-10-01,"MP1"
"24","1",7.59491175584998,10.816667478545,14.1502974322108,2088-11-01,"MP1"
"25","1",5.96397246220152,9.55207335074208,13.193888911189,2012-06-01,"MP1"
"26","1",4.41393435175494,8.96649587653045,13.6329188130235,2088-12-01,"MP1"
"27","1",3.76842543598524,7.73912834820979,11.8203561335016,2089-01-01,"MP1"
"28","1",2.77971567707025,6.79423044373717,10.8907644392579,2089-02-01,"MP1"
"29","1",1.66885742819934,5.54418481386519,9.55427997000488,2089-03-01,"MP1"
"30","1",4.62827944395012,8.25158616756876,11.9189393259294,2089-04-01,"MP1"
