"Month","Decade","mean_diff_AvgTemp","sd_diff_AvgTemp"
"01","2060s",4.05424790587388,0.925117256441077
"02","2060s",3.98048690561079,1.20030088201376
"03","2060s",3.68914217848413,1.34828770306614
"04","2060s",4.24048426245486,1.27104159384755
"05","2060s",2.95806546835233,1.27048527813202
"06","2060s",2.07894547955914,1.023699363907
"07","2060s",2.17566671223361,0.797916385763641
"08","2060s",2.24326965806459,0.706567923915998
"09","2060s",3.11869345139194,0.676084944387838
"10","2060s",4.02775029746194,0.767668250855049
"11","2060s",4.42492050312174,1.43807692446724
"12","2060s",4.23666757037743,1.27001941039695
