"pond_slope","mean_slope","sd_slope","X2.5._slope","X50._slope","X97.5._slope","pond_name","pond_intercept","mean_intercept","sd_intercept","X2.5._intercept","X50._intercept","X97.5._intercept"
1,-0.446032473476014,0.0331830020916283,-0.509442967776918,-0.445541806930232,-0.381049076642017,"MP1",1,0.557411385784517,0.40164581494317,-0.229229051903504,0.559954677853161,1.32803990952821
2,0.485642701334279,0.0346504704887533,0.426064544871951,0.48456729139596,0.555932759195335,"MP3",2,-0.341868709808224,0.379488600859486,-1.11047605946844,-0.330328312661235,0.37471449779281
