"Month","Decade","mean_diff_AvgTemp","sd_diff_AvgTemp"
"01","2090s",8.6980836296455,0.491408028391162
"02","2090s",7.53147820507488,0.692139367075803
"03","2090s",7.45878471274974,0.568178749618533
"04","2090s",7.34254411697774,0.678705640006947
"05","2090s",5.73481312029565,0.683937523522322
"06","2090s",4.20257552602921,0.563548094897023
"07","2090s",4.72734202214682,0.696980370454768
"08","2090s",4.90208455498792,0.658717036588232
"09","2090s",5.98260948672355,0.510928328538061
"10","2090s",10.7806420825839,1.03198718767594
"11","2090s",9.17947826104489,0.948720120499305
"12","2090s",9.1233390765956,0.916534009297934
