"pond_slope","mean_slope","sd_slope","X2.5._slope","X50._slope","X97.5._slope","pond_name","pond_intercept","mean_intercept","sd_intercept","X2.5._intercept","X50._intercept","X97.5._intercept"
1,-0.445658792669071,0.0338383282069518,-0.513100511631826,-0.445682575677964,-0.380222861821993,"MP1",1,0.567693347551751,0.424730572461794,-0.286492053558184,0.576262447366911,1.3908903474455
2,0.483364230728951,0.0343145446825509,0.42309197996556,0.481659975906408,0.554672744132819,"MP3",2,-0.321793403958337,0.399818762702358,-1.13261230287809,-0.313695292115103,0.452988871448509
