"date","2.5%","50%","97.5%","MP1","MP3","PL3","PL2","UBP3","MP5","MP8","UBP1","UBP2","PL1","UBP4"
2012-01-01,7.30146882195267,7.49772115881074,7.69386927482751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-02-01,-3.916865830677,3.95154088632913,11.5239700291649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-01,-7.40450774862046,1.47531978180032,9.76560162452391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-01,-4.47917944764712,3.64070667117305,11.674456280973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-01,-0.447784927461026,5.96076758282126,12.1249046981973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-01,2.75500721323576,9.41130680108489,16.3059345493255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-01,6.68533425670514,12.2550034447417,17.908924829198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-08-01,13.6132755735303,15.5046993415787,17.0557347169721,16.16,12.59,15.72,15.72,15.46,NA,NA,15.21,15.26,NA,NA
2012-09-01,9.60481663424292,11.2389297268806,12.9443923897528,11.88,9.25,11.17,11.17,11.01,9.62,9.61,10.98,11.05,NA,NA
2012-10-01,2.73956422212108,4.40518504330704,6.17755978435403,6.62,5.85,4.33,4.33,5.6,5.82,6.19,4.97,5.43,NA,NA
2012-11-01,-2.18911371616682,-0.558252923451091,1.26632353446351,0.9,2.38,-0.7,-0.7,-1.17,2.02,2.07,0.02,0.07,NA,NA
2012-12-01,-3.30684703849795,-1.59745997633886,0.0939683946436765,0.16,0.85,-1.58,-1.58,-3.16,0.55,0.73,-0.51,-0.19,NA,NA
2013-01-01,-2.17220519611223,-0.446300848635657,1.21415754632063,0.12,0.65,-0.4,-0.4,-0.54,0.43,0.52,0.02,0.21,NA,NA
2013-02-01,-1.58342923172682,-0.0599639475010607,1.69452461110248,0.21,0.61,-0.27,-0.27,0.16,0.38,0.36,0.13,0.15,NA,NA
2013-03-01,-2.70739641340655,-1.05664569405536,0.679955598267436,0.23,0.25,-1.09,-1.09,-1,0.23,0.29,0.13,0.22,NA,NA
2013-04-01,-1.6965900064058,-0.0774959511704884,1.64383358655209,0.23,0.23,-0.14,-0.14,0.31,0.26,0.28,0.12,0.23,NA,NA
2013-05-01,4.10112095735228,5.77221809188486,7.53164058550148,2.71,1.65,5.72,5.72,8.86,3.07,2.19,7.5,5.85,NA,NA
2013-06-01,15.4914908282369,17.4185658255,19.0164368624681,17.4,13.65,17.66,17.66,17.46,15.68,16.15,18.02,18.62,NA,NA
2013-07-01,15.109782533456,16.8576132216399,18.487456268148,18.32,14.92,16.9,16.9,NA,16.04,17.25,17.14,17.66,NA,NA
2013-08-01,15.1813104300203,16.9561554296219,18.5329049496736,18.03,14.79,17.12,17.12,NA,15.49,16.73,16.74,17.29,NA,NA
2013-09-01,11.0028232214569,12.6048385341019,14.3192447520407,13.68,11.08,12.54,12.54,NA,12.37,12.54,12.68,13.05,NA,NA
2013-10-01,6.66207579119229,8.2756683533644,10.0147912686681,8.98,7.4,8.47,8.16,NA,7.86,8.01,8.81,8.44,6.44,NA
2013-11-01,0.0199913052872468,1.68660944257972,3.47367423450575,NA,1.97,0.89,1.6,NA,4.06,3.22,NA,1.82,1.56,NA
2013-12-01,-2.15692132323308,-0.422461964152949,1.26657978862062,NA,0.08,-1.43,-0.38,NA,1.92,1.11,NA,-0.28,-0.22,NA
2014-01-01,-1.61311576890823,-0.00795861340915041,1.81053563328162,NA,0.16,-0.21,-0.17,NA,1.44,0.83,NA,0.14,-0.06,NA
2014-02-01,-4.05196488501033,-2.32514140480748,-0.585559383014694,NA,-0.75,-2.8,-2.33,NA,0.97,0.48,NA,-1.79,-2.06,NA
2014-03-01,-2.32082027808886,-0.595654037765919,1.13491564524495,NA,-0.12,-0.42,-0.57,NA,0.48,0.24,NA,-0.99,-0.13,NA
2014-04-01,-0.625451906173143,0.971783344442072,2.85905233787475,NA,0.11,3.37,0.78,NA,0.78,0.97,NA,1.88,-0.03,NA
2014-05-01,12.6990196998911,14.6475199746952,16.2283062365996,NA,8.82,13.69,14.91,NA,9.63,11.3,NA,15.82,12.12,NA
2014-06-01,12.9755486933858,14.8112266336266,16.4144771038179,NA,12.69,14.37,14.95,NA,13.46,14.9,NA,15.66,13.45,NA
2014-07-01,8.72047319663275,14.5929299549278,20.606055811815,NA,15.14,15.71,NA,NA,15.6,16.88,NA,NA,NA,NA
2014-08-01,9.0844341715371,14.4605090375071,20.0948530487059,NA,13.51,13.61,NA,NA,14.64,15.58,NA,NA,NA,NA
2014-09-01,6.27740191837634,13.1832002783198,20.3294888081587,NA,12.09,10.97,NA,11.36,13.19,13.93,11.23,11.43,NA,NA
2014-10-01,2.47397939725003,9.34444366236554,16.0719707372162,NA,NA,5.9,NA,6.59,NA,NA,7.09,7.43,NA,NA
2014-11-01,-1.96108133830435,5.04764144584957,11.9698968951312,NA,NA,4.55,NA,3.44,NA,NA,4.77,5.28,NA,NA
2014-12-01,-4.21612999109402,3.37710781702659,10.5544590768598,NA,NA,3.44,NA,1.96,NA,NA,3.51,3.4,NA,NA
2015-01-01,-4.3939376785833,3.33206841958867,10.6342957491346,NA,NA,2.77,NA,2.34,NA,NA,2.97,2.58,NA,NA
2015-02-01,-5.1580605870813,2.52290615283668,10.1686526669533,NA,NA,3.23,NA,3.03,NA,NA,3.74,2.9,NA,NA
2015-03-01,-6.91023874592765,2.8214910870462,12.4142683391764,NA,NA,4.6,NA,4.53,NA,NA,4.93,4.52,NA,NA
2015-04-01,-3.1137748734962,4.42200229554749,11.6200037784271,NA,NA,6.05,NA,8.11,NA,NA,6.94,6.99,NA,NA
2015-05-01,0.143165655933654,8.02622585945815,16.0244842463504,NA,NA,13.7,NA,15.56,NA,NA,11.33,12.28,NA,NA
2015-06-01,3.138966022357,11.6064202360967,20.4013212316772,NA,NA,9.53,NA,14.71,NA,16.04,13.2,13.57,17.04,NA
2015-07-01,6.59546677591952,13.8169808921161,21.4003086413551,NA,NA,NA,NA,NA,NA,17.14,NA,NA,16.63,NA
2015-08-01,7.7826239458105,14.2967120117154,21.0575509560629,NA,NA,NA,NA,NA,NA,16.12,NA,NA,15.9,NA
