STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,11/18/2011,0,0,,,,-7.2,-16.7,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,11/19/2011,0,0,,,,-7.8,-18.9,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,11/20/2011,1.1,0,,,,0,-15.6,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,11/21/2011,0.7,1.3,,,,0,-15.6,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,11/22/2011,1.4,7.1,,,,2.8,-10,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,11/23/2011,0.5,0,,,,3.3,-16.1,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,11/24/2011,0.2,0,,,,-1.7,-16.7,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,11/25/2011,2.9,0,,,,11.1,-9.4,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,11/26/2011,0.5,0.3,,,,-1.7,-8.9,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,11/27/2011,2.5,0.3,,,,2.2,-7.8,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,11/28/2011,1.8,4.3,,,,3.3,-4.4,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,11/29/2011,2.4,8.9,,,,3.3,-2.8,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,11/30/2011,3.9,35.6,,,,2.8,0.6,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,12/1/2011,1.4,7.4,,,,2.8,-1.1,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,12/2/2011,1.9,20.6,,,,2.8,-0.6,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,12/3/2011,1.7,9.1,,,,5.6,-0.6,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,12/4/2011,4.8,61.2,,,,5.6,2.8,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,12/5/2011,2.6,0,,,,2.8,-7.2,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,12/6/2011,0.2,0,,,,-3.9,-10.6,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,12/7/2011,2.7,3,,,,2.8,-7.2,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,12/8/2011,1.1,22.4,,,,3.9,1.7,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,12/9/2011,0.2,3.3,,,,2.2,-2.8,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,12/10/2011,1.3,0.8,,,,1.7,-6.7,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,12/11/2011,8.4,42.2,,,,3.3,0.6,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,12/12/2011,2.7,37.1,,,,2.2,0,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,12/13/2011,1.7,12.7,,,,0.6,-2.8,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,12/14/2011,2.9,3.6,,,,2.2,0,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,12/15/2011,3.4,18.3,,,,4.4,0.6,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,12/16/2011,2,5.6,,,,3.9,0,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,12/17/2011,4,32.3,,,,2.2,0,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,12/18/2011,7.1,27.9,,,,3.3,0.6,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,12/19/2011,0.9,6.1,,,,2.8,-1.7,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,12/20/2011,5.2,11.9,,,,2.8,-2.2,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,12/21/2011,2.5,8.1,,,,3.3,-3.9,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,12/22/2011,4.6,15.5,,,,4.4,-3.3,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,12/23/2011,2.6,2.8,,,,0.6,-2.8,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,12/24/2011,0.5,3,,,,1.7,-3.3,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,12/25/2011,2.7,8.6,,,,0,-4.4,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,12/26/2011,2.7,1.3,,,,1.1,-3.9,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,12/27/2011,3.3,10.9,,,,-1.1,-4.4,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,12/28/2011,1.3,4.8,,,,-1.1,-4.4,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,12/29/2011,1.8,4.1,,,,-3.3,-5.6,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,12/30/2011,2.2,9.7,,,,-4.4,-8.3,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,12/31/2011,2.2,7.9,,,,-3.9,-8.3,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,1/1/2012,1.7,13.5,,,,0,-6.7,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,1/2/2012,0.6,0.3,,,,-2.8,-12.2,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,1/3/2012,0.3,0,,,,-2.8,-12.8,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,1/4/2012,0.7,17.5,,,,-1.7,-11.7,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,1/5/2012,4.8,7.9,,,,1.1,-15.6,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,1/6/2012,3.3,14.7,,,,0.6,-10,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,1/7/2012,2.8,9.7,,,,4.4,-6.7,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,1/8/2012,3.4,9.7,,,,3.3,-4.4,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,1/9/2012,2.1,0,,,,-3.9,-15,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,1/10/2012,7.8,3,,,,3.3,-10.6,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,1/11/2012,3.4,20.8,,,,3.3,0.6,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,1/12/2012,2.5,12.4,,,,3.3,-6.1,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,1/13/2012,0.4,0,,,,-3.9,-15,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,1/14/2012,1.9,0,,,,-6.7,-20,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,1/15/2012,0.9,0,,,,-3.9,-21.7,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,1/16/2012,1.8,0,,,,-3.9,-16.7,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,1/17/2012,1.7,0,,,,-6.1,-21.7,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,1/18/2012,0.3,0,,,,-11.1,-23.3,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,1/19/2012,0.2,0,,,,-12.2,-23.9,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,1/20/2012,2.6,0,,,,0.6,-23.3,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,1/21/2012,0.7,0.8,,,,1.7,-16.7,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,1/22/2012,4.6,3.8,,,,2.2,-2.2,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,1/23/2012,2.6,3.3,,,,2.2,-6.1,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,1/24/2012,1.5,1.5,,,,-0.6,-13.3,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,1/25/2012,2.9,9.9,,,,-2.8,-8.9,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,1/26/2012,1.6,1,,,,-6.1,-15.6,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,1/27/2012,0.5,0,,,,-6.7,-22.2,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,1/28/2012,0.5,0,,,,-4.4,-20.6,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,1/29/2012,0.1,0,,,,-10,-20.6,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,1/30/2012,0,0,,,,-2.2,-17.2,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,1/31/2012,0.1,0,,,,-7.8,-16.1,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,2/1/2012,7.6,12.2,,,,3.9,-13.3,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,2/2/2012,4.6,9.7,,,,3.3,0.6,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,2/3/2012,5.5,28.2,,,,6.1,-1.1,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,2/4/2012,0.6,0.3,,,,0,-12.2,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,2/5/2012,2.6,4.8,,,,8.9,-6.7,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,2/6/2012,0.2,0,,,,5.6,-5,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,2/7/2012,0.1,0,,,,2.2,-7.8,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,2/8/2012,5.7,16.5,,,,8.3,-5.6,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,2/9/2012,2.6,4.1,,,,7.2,1.1,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,2/10/2012,6.7,26.4,,,,7.2,0.6,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,2/11/2012,6,25.4,,,,4.4,0.6,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,2/12/2012,4.3,12.4,,,,2.8,0.6,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,2/13/2012,8.6,36.1,,,,3.9,1.1,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,2/14/2012,1.7,6.9,,,,2.8,-0.6,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,2/15/2012,4.2,7.6,,,,3.3,0.6,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,2/16/2012,3,10.4,,,,3.9,-0.6,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,2/17/2012,1.9,9.7,,,,2.8,-0.6,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,2/18/2012,1.9,0,,,,2.2,-1.7,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,2/19/2012,2.6,0.3,,,,3.9,-3.9,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,2/20/2012,3.8,3,,,,3.9,0.6,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,2/21/2012,1,10.2,,,,5,0,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,2/22/2012,0.7,1.3,,,,1.7,-6.7,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,2/23/2012,1.8,2.5,,,,0.6,-5.6,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,2/24/2012,0.4,0,,,,-1.7,-12.2,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,2/25/2012,0.5,0.8,,,,-1.7,-13.9,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,2/26/2012,6.5,12.7,,,,1.1,-2.2,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,2/27/2012,1.6,3.3,,,,3.3,-1.1,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,2/28/2012,0.5,0.3,,,,31.1,-7.2,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,2/29/2012,1.4,2.8,,,,3.3,-8.3,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,3/1/2012,3.9,0.5,,,,3.9,-8.3,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,3/2/2012,4.4,13.5,,,,3.9,-1.1,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,3/3/2012,3.1,4.8,,,,1.1,-4.4,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,3/4/2012,0.9,3.3,,,,-0.6,-5,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,3/5/2012,1.4,4.6,,,,-1.1,-5.6,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,3/6/2012,3.1,5.6,,,,1.1,-10,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,3/7/2012,0.3,0,,,,1.1,-16.1,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,3/8/2012,0.2,16,,,,-4.4,-13.9,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,3/9/2012,2.8,11.4,,,,0,-4.4,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,3/10/2012,1.4,2.3,,,,2.2,-5.6,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,3/11/2012,1.1,0,,,,1.7,-11.7,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,3/12/2012,0.2,0,,,,-2.2,-16.1,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,3/13/2012,1.5,0,,,,2.2,-16.1,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,3/14/2012,3.4,0.5,,,,2.8,-6.1,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,3/15/2012,0.5,0,,,,1.7,-12.2,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,3/16/2012,0.3,17.8,,,,2.2,-11.1,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,3/17/2012,1,3.6,,,,2.2,-10,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,3/18/2012,0.6,0.3,,,,1.1,-12.8,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,3/19/2012,1.6,1.8,,,,1.7,-10,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,3/20/2012,0.6,0,,,,0,-15,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,3/21/2012,0.7,0,,,,1.1,-15,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,3/22/2012,0.5,0,,,,-1.1,-15.6,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,3/23/2012,2.2,1.5,,,,1.1,-13.3,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,3/24/2012,2.6,3.3,,,,3.9,-1.7,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,3/25/2012,1.1,2,,,,2.8,-3.9,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,3/26/2012,2.5,2,,,,5,-1.7,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,3/27/2012,1.6,0.5,,,,6.1,0,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,3/28/2012,2.3,0,,,,10,2.2,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,3/29/2012,1.2,0.5,,,,8.3,-1.1,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,3/30/2012,2,0.5,,,,6.7,-3.9,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,3/31/2012,0.9,0,,,,6.1,-0.6,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,4/1/2012,0.5,0,,,,5,-5.6,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,4/2/2012,0.9,0,,,,8.3,-8.9,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,4/3/2012,0.9,0,,,,5,-7.8,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,4/4/2012,1.2,0,,,,3.9,-7.2,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,4/5/2012,1.3,8.1,,,,3.9,0.6,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,4/6/2012,1.3,8.4,,,,5,1.1,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,4/7/2012,1.4,10.9,,,,3.3,0,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,4/8/2012,0.6,0,,,,3.9,-4.4,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,4/9/2012,0.6,0,,,,4.4,-7.2,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,4/10/2012,0.8,0,,,,5.6,-6.7,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,4/11/2012,0.7,0,,,,8.3,-1.1,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,4/12/2012,0.6,0,,,,10,-2.8,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,4/13/2012,0.8,0,,,,6.1,-4.4,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,4/14/2012,3.6,0.3,,,,9.4,-4.4,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,4/15/2012,4,12.4,,,,7.2,4.4,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,4/16/2012,0.9,3,,,,8.9,1.1,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,4/17/2012,1.1,2,,,,8.3,0,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,4/18/2012,0.5,0,,,,7.8,-1.1,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,4/19/2012,1.2,0,,,,8.9,-2.8,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,4/20/2012,1,0,,,,11.1,-3.3,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,4/21/2012,2.2,3.8,,,,7.8,2.2,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,4/22/2012,1.1,0.5,,,,6.7,0,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,4/23/2012,0.8,0,,,,6.7,-1.7,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,4/24/2012,1,0,,,,7.2,-2.8,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,4/25/2012,0.5,0,,,,12.2,-4.4,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,4/26/2012,1.1,0,,,,13.9,-2.2,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,4/27/2012,1.1,1.5,,,,7.2,0,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,4/28/2012,3.1,1,,,,8.9,2.2,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,4/29/2012,2.6,0.8,,,,8.3,2.2,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,4/30/2012,1,0,,,,7.8,-0.6,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,5/1/2012,1.2,12.2,,,,5.6,2.2,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,5/2/2012,1.3,5.6,,,,5.6,1.7,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,5/3/2012,2.6,1.3,,,,6.7,2.2,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,5/4/2012,1.5,2.5,,,,6.1,1.7,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,5/5/2012,2.7,1.8,,,,7.8,1.7,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,5/6/2012,4.8,16,,,,8.3,3.9,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,5/7/2012,1,10.9,,,,9.4,0.6,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,5/8/2012,1.8,7.9,,,,6.7,-0.6,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,5/9/2012,2.4,4.3,,,,8.3,1.7,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,5/10/2012,7,19.3,,,,4.4,2.8,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,5/11/2012,4.1,31.2,,,,6.7,2.2,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,5/12/2012,3.4,15.7,,,,5.6,1.1,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,5/13/2012,3.1,15.7,,,,6.1,0.6,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,5/14/2012,2.7,4.8,,,,7.8,0.6,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,5/15/2012,1.9,0,,,,13.3,-1.1,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,5/16/2012,1.1,0,,,,15.6,-2.8,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,5/17/2012,1.5,0,,,,10.6,-2.2,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,5/18/2012,2.1,1,,,,8.3,4.4,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,5/19/2012,2.5,1.3,,,,7.8,3.9,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,5/20/2012,1.8,1.8,,,,10,4.4,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,5/21/2012,1.3,0,,,,16.1,2.8,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,5/22/2012,0.9,2.5,,,,11.7,5,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,5/23/2012,1.4,0,,,,16.1,4.4,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,5/24/2012,1.3,8.6,,,,10,6.7,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,5/25/2012,1.9,5.6,,,,7.2,5,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,5/26/2012,1.3,2,,,,9.4,4.4,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,5/27/2012,1.2,2,,,,10.6,2.8,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,5/28/2012,1.5,3.3,,,,13.3,2.2,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,5/29/2012,4.4,3.6,,,,9.4,5.6,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,5/30/2012,4.8,5.1,,,,9.4,6.1,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,5/31/2012,3.3,3.8,,,,8.9,5.6,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,6/1/2012,2.3,0,,,,13.3,3.3,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,6/2/2012,1.7,6.6,,,,11.7,1.1,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,6/3/2012,1.3,0.3,,,,11.7,1.7,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,6/4/2012,1.6,0,,,,13.9,-0.6,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,6/5/2012,1.3,0,,,,18.9,0.6,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,6/6/2012,2.3,7.1,,,,13.9,3.9,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,6/7/2012,1.7,0,,,,17.2,2.2,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,6/8/2012,2,3,,,,11.7,6.7,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,6/9/2012,1.1,1.5,,,,12.2,5,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,6/10/2012,2,0.3,,,,14.4,5,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,6/11/2012,1,18.8,,,,11.1,6.7,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,6/12/2012,0.6,14.7,,,,8.9,6.1,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,6/13/2012,0.6,7.4,,,,8.9,5,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,6/14/2012,1.9,1,,,,11.7,5.6,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,6/15/2012,1.7,0,,,,13.3,5.6,
USW00026410,"CORDOVA AIRPORT, AK US",60.4888,-145.4511,9.4,6/16/2012,0.7,7.6,,,,13.3,2.2,
