"","Month","Decade","mean_diff_AvgTemp","sd_diff_AvgTemp"
"1",1,"2060s",0.652342748602059,1.18711130114914
"2",2,"2060s",1.88407055819338,0.780536154661295
"3",3,"2060s",1.76400886947735,0.858009294971178
"4",4,"2060s",1.96701509642172,0.833695201250586
"5",5,"2060s",1.76396529783605,0.905985335736991
"6",6,"2060s",1.61870968457698,1.0039374080635
"7",7,"2060s",1.28694427231793,1.04946640602177
"8",8,"2060s",0.776745519293455,0.921501549718695
"9",9,"2060s",0.315650618083253,0.70426089883898
"10",10,"2060s",0.28943124559582,0.549444014634637
"11",11,"2060s",0.493446873120363,0.614627408421524
"12",12,"2060s",0.50261161505491,0.889132659238221
