# Location: 59.5089 -139.6599,,,,,,
# View a report for this location at https://earthmaps.io/tas2km/point/59.5089/-139.6599,,,,,,
# tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario,,,,,,
# tasmin is the minimum temperature in degrees C,,,,,,
# tasmean is the mean temperature in degrees C,,,,,,
# tasmax is the maximum temperature in degrees C,,,,,,
model,scenario,month,year,tasmin,tasmean,tasmax
5ModelAvg,rcp45,August,2032,11.6,12.1,15.8
5ModelAvg,rcp45,August,2033,12.2,14.1,16.9
5ModelAvg,rcp45,August,2034,11.2,13.4,15.7
5ModelAvg,rcp45,August,2035,11.6,13.4,16.4
5ModelAvg,rcp45,August,2036,11.7,13.4,16.1
5ModelAvg,rcp45,August,2037,11.2,13.2,15.3
5ModelAvg,rcp45,August,2038,10.6,13.2,16.6
5ModelAvg,rcp45,August,2039,11.9,13.9,16.2
5ModelAvg,rcp45,August,2040,11.8,14.1,17.3
5ModelAvg,rcp45,August,2041,11.7,13.9,16.2
5ModelAvg,rcp45,August,2042,11.7,14.1,16.4
5ModelAvg,rcp45,August,2043,10.4,13.6,15.7
5ModelAvg,rcp45,August,2044,11.5,13.3,16.2
5ModelAvg,rcp45,August,2045,11.8,13.5,16.1
5ModelAvg,rcp45,August,2046,9.9,13.9,16.2
5ModelAvg,rcp45,August,2047,11.8,13.8,16.3
5ModelAvg,rcp45,August,2048,11.6,13.6,16.4
5ModelAvg,rcp45,August,2049,12.3,14.7,16.8
5ModelAvg,rcp45,August,2050,11.3,13.8,15.7
5ModelAvg,rcp45,August,2051,12,14.1,16.6
5ModelAvg,rcp45,August,2052,11.5,14.1,16.3
5ModelAvg,rcp45,August,2053,12.5,14,17.2
5ModelAvg,rcp45,August,2054,11.8,13.7,15.9
5ModelAvg,rcp45,August,2055,12.1,13.9,16.6
5ModelAvg,rcp45,August,2056,11.9,14.1,16.1
5ModelAvg,rcp45,August,2057,11,13.1,15.7
5ModelAvg,rcp45,August,2058,11.9,14.2,16.6
5ModelAvg,rcp45,August,2059,11.7,13.6,15.8
5ModelAvg,rcp45,August,2060,12.3,14,16.8
5ModelAvg,rcp45,August,2061,12,14.1,17
5ModelAvg,rcp45,August,2062,12.5,14.1,17.5
5ModelAvg,rcp45,August,2063,12.4,13.9,17
5ModelAvg,rcp45,August,2064,11.7,13.6,15.8
5ModelAvg,rcp45,August,2065,11.7,14.1,16.2
5ModelAvg,rcp45,August,2066,12.6,14.5,17.1
5ModelAvg,rcp45,August,2067,11.4,13.5,15.6
5ModelAvg,rcp45,August,2068,11.5,13.9,16.2
5ModelAvg,rcp45,August,2069,12.2,14.2,16.8
5ModelAvg,rcp45,August,2070,12,14.3,16.5
5ModelAvg,rcp45,August,2071,12.4,14.7,17.4
5ModelAvg,rcp45,August,2072,12,13.9,16.4
5ModelAvg,rcp45,August,2073,12.2,14.4,16.2
5ModelAvg,rcp45,August,2074,12.5,14.4,16.6
5ModelAvg,rcp45,August,2075,12.5,14.4,17.2
5ModelAvg,rcp45,August,2076,13.3,15.3,18
5ModelAvg,rcp45,August,2077,12.6,14.3,17.5
5ModelAvg,rcp45,August,2078,12.7,15.2,16.9
5ModelAvg,rcp45,August,2079,11.6,14,16.8
5ModelAvg,rcp45,August,2080,12,14.6,17.2
5ModelAvg,rcp45,August,2081,12.2,14.3,17.4
5ModelAvg,rcp45,August,2082,12.3,14.2,16.3
5ModelAvg,rcp45,August,2083,12.9,14.6,17.1
5ModelAvg,rcp45,August,2084,12.6,14.4,17.1
5ModelAvg,rcp45,August,2085,12.4,13.9,17.2
5ModelAvg,rcp45,August,2086,11.5,13.9,17.2
5ModelAvg,rcp45,August,2087,11.8,14.3,15.8
5ModelAvg,rcp45,August,2088,11.9,13.7,16.1
5ModelAvg,rcp45,August,2089,12.1,13.7,16.5
5ModelAvg,rcp45,August,2090,13.1,14.7,17.4
5ModelAvg,rcp45,August,2091,12.3,14.5,17.6
5ModelAvg,rcp45,August,2092,12.7,14.5,17.2
5ModelAvg,rcp45,August,2093,13.2,14.4,17.7
5ModelAvg,rcp45,August,2094,12.6,14.3,17.2
5ModelAvg,rcp45,August,2095,13.2,14.9,17.9
5ModelAvg,rcp45,August,2096,12.4,14.5,17.6
5ModelAvg,rcp45,August,2097,12.4,14.9,18
5ModelAvg,rcp45,August,2098,12.3,14.9,17.4
5ModelAvg,rcp45,August,2099,12.8,14.3,17.8
5ModelAvg,rcp45,August,2100,12,14.3,16.9
5ModelAvg,rcp45,September,2006,8.4,9.7,12.5
5ModelAvg,rcp45,September,2007,7.4,9.8,12
5ModelAvg,rcp45,September,2008,7.9,9.2,12.4
5ModelAvg,rcp45,September,2009,7.6,10.1,12.4
5ModelAvg,rcp45,September,2010,9,10.7,12.9
5ModelAvg,rcp45,September,2011,7.7,9.6,12
5ModelAvg,rcp45,September,2012,6.7,9.5,12.5
5ModelAvg,rcp45,September,2013,8.5,10.7,13.3
5ModelAvg,rcp45,September,2014,8.5,10.5,13
5ModelAvg,rcp45,September,2015,8.1,9.2,12.9
5ModelAvg,rcp45,September,2016,7.8,10.5,13
5ModelAvg,rcp45,September,2017,8.9,10.3,12.3
5ModelAvg,rcp45,September,2018,7.6,10,12.1
5ModelAvg,rcp45,September,2019,7.7,9.9,11.7
5ModelAvg,rcp45,September,2020,6.3,9.5,11.6
5ModelAvg,rcp45,September,2021,7.3,9.9,13
5ModelAvg,rcp45,September,2022,7.9,9.9,12.8
5ModelAvg,rcp45,September,2023,6.5,10.1,12.8
5ModelAvg,rcp45,September,2024,7.8,9.9,12.4
5ModelAvg,rcp45,September,2025,8.4,10.1,12.6
5ModelAvg,rcp45,September,2026,7.9,9.9,12.6
5ModelAvg,rcp45,September,2027,9.6,11,13.6
5ModelAvg,rcp45,September,2028,8,10.5,13.2
5ModelAvg,rcp45,September,2029,9,10.8,13.1
5ModelAvg,rcp45,September,2030,8.1,11,13.2
5ModelAvg,rcp45,September,2031,8.2,10.1,12.5
5ModelAvg,rcp45,September,2032,8.7,10.2,13.2
5ModelAvg,rcp45,September,2033,8.6,10.5,13.2
5ModelAvg,rcp45,September,2034,8.6,10.5,12.3
5ModelAvg,rcp45,September,2035,8.1,10.2,12.4
5ModelAvg,rcp45,September,2036,8.6,10.8,13.3
5ModelAvg,rcp45,September,2037,7.9,10.5,13.1
5ModelAvg,rcp45,September,2038,8.2,10.9,12.6
5ModelAvg,rcp45,September,2039,8.5,10.6,12.7
5ModelAvg,rcp45,September,2040,8.3,11,13.5
5ModelAvg,rcp45,September,2041,8.7,10.7,12.9
5ModelAvg,rcp45,September,2042,9.6,11,13.5
5ModelAvg,rcp45,September,2043,8.4,10.8,13
5ModelAvg,rcp45,September,2044,10.2,11.6,13.8
5ModelAvg,rcp45,September,2045,9,11.3,15
5ModelAvg,rcp45,September,2046,7.7,10.6,12.4
5ModelAvg,rcp45,September,2047,8.4,10.7,12.8
5ModelAvg,rcp45,September,2048,7.9,10.8,12.9
5ModelAvg,rcp45,September,2049,9.4,11.5,14
5ModelAvg,rcp45,September,2050,7.1,9.9,13
5ModelAvg,rcp45,September,2051,9.4,11.4,14
5ModelAvg,rcp45,September,2052,9,11.7,13.9
5ModelAvg,rcp45,September,2053,9.6,10.9,14.3
5ModelAvg,rcp45,September,2054,9.1,11.2,13.1
5ModelAvg,rcp45,September,2055,9.5,11.2,13.7
5ModelAvg,rcp45,September,2056,8.9,10.9,12.8
5ModelAvg,rcp45,September,2057,8.3,10.5,12.5
5ModelAvg,rcp45,September,2058,8.6,11.2,12.9
5ModelAvg,rcp45,September,2059,9.4,11.4,13.8
5ModelAvg,rcp45,September,2060,8.6,11.5,14.9
5ModelAvg,rcp45,September,2061,8.6,11.1,14.2
5ModelAvg,rcp45,September,2062,8.5,11.5,13.8
5ModelAvg,rcp45,September,2063,8.7,11,13.7
