"","Month","Decade","mean_diff_AvgTemp","sd_diff_AvgTemp"
"1",1,"2030s",-0.673321493624083,0.911032470970444
"2",2,"2030s",-0.018793837746713,1.28090237944806
"3",3,"2030s",0.230601906955484,1.62004087002913
"4",4,"2030s",0.31546906110757,1.41212964625504
"5",5,"2030s",0.534538756923525,1.75502921001099
"6",6,"2030s",1.09794003915286,2.62856730601905
"7",7,"2030s",1.40352343678488,2.78403193575701
"8",8,"2030s",1.42159670448532,2.63745685605716
"9",9,"2030s",0.964049721996127,2.02018756827167
"10",10,"2030s",0.38776001606237,1.40568339062782
"11",11,"2030s",-0.236546298734017,1.28252236443007
"12",12,"2030s",-0.0310538095335208,1.95891934215949
