"","Month","Decade","mean_diff_AvgTemp","sd_diff_AvgTemp"
"1",1,"2030s",0.377945266652578,1.37278258247247
"2",2,"2030s",1.03411056274006,1.21458739478215
"3",3,"2030s",0.511565201874094,1.50425404811462
"4",4,"2030s",0.85154541755658,1.36548367693417
"5",5,"2030s",0.873771691799229,1.6437096909082
"6",6,"2030s",1.07762987978732,2.07628045931198
"7",7,"2030s",0.913595022286941,2.19087037670669
"8",8,"2030s",1.05134844659672,2.1185532192167
"9",9,"2030s",0.893122689826396,1.77006606972375
"10",10,"2030s",0.695497325147492,1.3977325723958
"11",11,"2030s",-0.0407229542266836,1.20096080788968
"12",12,"2030s",0.661286915553586,1.24872034604982
