"date","2.5%","50%","97.5%","MP1","MP3","PL3","PL2","UBP3","MP5","MP8","UBP1","UBP2","PL1","UBP4"
2012-01-01,7.30019689752477,7.49542328269421,7.69128257861795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-02-01,-2.06306520628874,4.58547324082371,10.7973673054491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-01,-4.82390050267524,2.43965587396902,9.55877643123108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-01,-2.72783092663865,4.17410865875364,10.767895395567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-01,0.618101715466659,6.01647096459654,11.363993501964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-01,3.43508117255837,9.07526829342844,14.7930408412179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-01,6.93273107524874,11.6385965770056,16.4503670170214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-08-01,13.1096315776961,14.9148283209854,16.3804613469952,16.16,12.59,15.72,15.72,15.46,NA,NA,15.21,15.26,NA,NA
2012-09-01,9.5315036369414,11.0458027905528,12.627940062419,11.88,9.25,11.17,11.17,11.01,9.62,9.61,10.98,11.05,NA,NA
2012-10-01,3.47022268334388,5.03376491685929,6.66123804836764,6.62,5.85,4.33,4.33,5.6,5.82,6.19,4.97,5.43,NA,NA
2012-11-01,-1.30959973479146,0.198337743196518,1.94102825480709,0.9,2.38,-0.7,-0.7,-1.17,2.02,2.07,0.02,0.07,NA,NA
2012-12-01,-2.14165137360324,-0.537279706612156,1.03108996300192,0.16,0.85,-1.58,-1.58,-3.16,0.55,0.73,-0.51,-0.19,NA,NA
2013-01-01,-1.58645928879755,-0.0152636260276711,1.54773776848314,0.12,0.65,-0.4,-0.4,-0.54,0.43,0.52,0.02,0.21,NA,NA
2013-02-01,-0.985256565088119,0.403129622953333,2.06218305403974,0.21,0.61,-0.27,-0.27,0.16,0.38,0.36,0.13,0.15,NA,NA
2013-03-01,-1.43080801775992,0.136329890505944,1.71237661039767,0.23,0.25,-1.09,-1.09,-1,0.23,0.29,0.13,0.22,NA,NA
2013-04-01,-1.14203414185911,0.319112877798037,2.01472428731136,0.23,0.23,-0.14,-0.14,0.31,0.26,0.28,0.12,0.23,NA,NA
2013-05-01,5.85971932331208,7.46238497891711,9.00988833102757,2.71,1.65,5.72,5.72,8.86,3.07,2.19,7.5,5.85,NA,NA
2013-06-01,15.8552906946171,17.7229740847344,19.185300954856,17.4,13.65,17.66,17.66,17.46,15.68,16.15,18.02,18.62,NA,NA
2013-07-01,15.3816937746353,17.0246566038257,18.4958662122258,18.32,14.92,16.9,16.9,NA,16.04,17.25,17.14,17.66,NA,NA
2013-08-01,14.8738617051395,16.5294619006296,17.9593705003336,18.03,14.79,17.12,17.12,NA,15.49,16.73,16.74,17.29,NA,NA
2013-09-01,11.2012884170777,12.7220166634516,14.2675220263444,13.68,11.08,12.54,12.54,NA,12.37,12.54,12.68,13.05,NA,NA
2013-10-01,7.40776054271223,8.93008960059892,10.5432809194106,8.98,7.4,8.47,8.16,NA,7.86,8.01,8.81,8.44,6.44,NA
2013-11-01,-1.83363221459817,4.6446756346699,10.8220923158791,NA,1.97,0.89,1.6,NA,4.06,3.22,NA,1.82,1.56,NA
2013-12-01,-5.11649978102359,1.80693393441799,8.25665419172516,NA,0.08,-1.43,-0.38,NA,1.92,1.11,NA,-0.28,-0.22,NA
2014-01-01,-2.64503345194446,3.2389718907161,8.84851120758309,NA,0.16,-0.21,-0.17,NA,1.44,0.83,NA,0.14,-0.06,NA
2014-02-01,-8.80158570892017,0.054219431257664,8.09085953546055,NA,-0.75,-2.8,-2.33,NA,0.97,0.48,NA,-1.79,-2.06,NA
2014-03-01,-7.62432240322311,0.712738345795257,8.47738601152703,NA,-0.12,-0.42,-0.57,NA,0.48,0.24,NA,-0.99,-0.13,NA
2014-04-01,-4.1098599790377,3.10305626868768,9.96124204905164,NA,0.11,3.37,0.78,NA,0.78,0.97,NA,1.88,-0.03,NA
2014-05-01,-0.819199970357678,6.87838656267457,14.6427765530427,NA,8.82,13.69,14.91,NA,9.63,11.3,NA,15.82,12.12,NA
2014-06-01,3.07353129726474,9.25608652011824,15.6250694393151,NA,12.69,14.37,14.95,NA,13.46,14.9,NA,15.66,13.45,NA
2014-07-01,6.15021450254618,11.6097368684374,17.3186964150316,NA,15.14,15.71,NA,NA,15.6,16.88,NA,NA,NA,NA
2014-08-01,8.03604293713944,12.4492859217831,17.1448180378243,NA,13.51,13.61,NA,NA,14.64,15.58,NA,NA,NA,NA
2014-09-01,9.66852310217007,11.223349982127,12.8219690640579,NA,12.09,10.97,NA,11.36,13.19,13.93,11.23,11.43,NA,NA
2014-10-01,5.73550671456399,7.22403825977043,8.87060962397904,NA,NA,5.9,NA,6.59,NA,NA,7.09,7.43,NA,NA
2014-11-01,3.20894885347719,4.76991899089916,6.34375697737201,NA,NA,4.55,NA,3.44,NA,NA,4.77,5.28,NA,NA
2014-12-01,1.93451463492291,3.50979097924663,5.0825644508232,NA,NA,3.44,NA,1.96,NA,NA,3.51,3.4,NA,NA
2015-01-01,1.51080270764897,3.04599965035579,4.65433422544318,NA,NA,2.77,NA,2.34,NA,NA,2.97,2.58,NA,NA
2015-02-01,2.11169525660865,3.70996533319191,5.2647450595105,NA,NA,3.23,NA,3.03,NA,NA,3.74,2.9,NA,NA
2015-03-01,3.31575979681845,4.93324655521485,6.54153682053359,NA,NA,4.6,NA,4.53,NA,NA,4.93,4.52,NA,NA
2015-04-01,5.2836209328599,6.87627838552236,8.40244991646644,NA,NA,6.05,NA,8.11,NA,NA,6.94,6.99,NA,NA
2015-05-01,9.49488791589429,11.1837205642655,12.6836929928294,NA,NA,13.7,NA,15.56,NA,NA,11.33,12.28,NA,NA
2015-06-01,11.4954333455198,13.1493498317361,14.7171610164106,NA,NA,9.53,NA,14.71,NA,16.04,13.2,13.57,17.04,NA
2015-07-01,8.26539299407447,13.6618050052582,19.3438926174361,NA,NA,NA,NA,NA,NA,17.14,NA,NA,16.63,NA
2015-08-01,8.26230378801619,13.633134275491,19.3300118659359,NA,NA,NA,NA,NA,NA,16.12,NA,NA,15.9,NA
2015-09-01,5.61804341018938,11.4302491440839,17.4349038916821,9.74,NA,NA,NA,NA,NA,10.88,NA,9.39,10.51,11.04
2015-10-01,4.09678787950556,9.50216098574146,14.9560085679353,8.07,NA,NA,NA,NA,NA,7.26,NA,7.61,6.67,8.68
2015-11-01,-0.444369165651568,5.9817788880939,12.1755524919369,2.28,NA,NA,NA,NA,NA,4.06,NA,1.18,1.27,NA
