"","Month","Decade","mean_diff_AvgTemp","sd_diff_AvgTemp"
"1",1,"2090s",1.46972725984492,0.766344359731822
"2",2,"2090s",1.56303787045986,1.03817327551212
"3",3,"2090s",2.16902142398862,0.886270753859948
"4",4,"2090s",2.30460276835096,0.836067222762225
"5",5,"2090s",2.02099359150374,0.831227694191209
"6",6,"2090s",1.93192525584148,0.947958579133203
"7",7,"2090s",1.62321127589975,0.941300712325908
"8",8,"2090s",1.21242376628724,0.821762511955021
"9",9,"2090s",0.760556081677342,0.630553388466892
"10",10,"2090s",0.649814653488173,0.500267799531093
"11",11,"2090s",0.861431009632245,0.747780297366379
"12",12,"2090s",1.37365893205195,1.05447232928682
