"","Month","Decade","mean_diff_AvgTemp","sd_diff_AvgTemp"
"1",1,"2060s",1.09136200981831,0.801979222913517
"2",2,"2060s",1.46908922642661,0.825007401415026
"3",3,"2060s",1.7894911827185,0.854542013670749
"4",4,"2060s",2.09422269536948,0.792229960889829
"5",5,"2060s",1.87558784873243,0.871811757739347
"6",6,"2060s",1.4765206378558,0.943050282132508
"7",7,"2060s",1.21549205296884,0.955934867920922
"8",8,"2060s",0.570161745549842,0.861157637382335
"9",9,"2060s",0.318603159363221,0.712191933811261
"10",10,"2060s",0.229939955337019,0.567004465973363
"11",11,"2060s",0.270822850932907,0.796756489747542
"12",12,"2060s",0.447034319712115,0.8473606358152
