"","Month","Decade","mean_diff_AvgTemp","sd_diff_AvgTemp"
"1",1,"2060s",0.342435933894775,0.459219113058536
"2",2,"2060s",0.183071131825328,0.78233938022066
"3",3,"2060s",0.211072027799299,0.716626730449024
"4",4,"2060s",0.32317878441357,0.547184378083049
"5",5,"2060s",0.126726454356928,0.573222633723466
"6",6,"2060s",-0.0231486228326027,0.595916914643074
"7",7,"2060s",0.157239694893565,0.472092882903824
"8",8,"2060s",0.250758820616056,0.411160181695504
"9",9,"2060s",0.446515112889278,0.357475911323589
"10",10,"2060s",0.609332849392655,0.383587593881796
"11",11,"2060s",0.483932580721397,0.56996783674004
"12",12,"2060s",0.145663925754334,0.506482231682506
