"","Month","Decade","mean_diff_AvgTemp","sd_diff_AvgTemp"
"1",1,"2030s",-1.32096362032159,0.800459031031226
"2",2,"2030s",-1.44653961219916,1.35836300584368
"3",3,"2030s",-1.40870998871669,1.13158467727402
"4",4,"2030s",-1.40059252836882,0.849806431211865
"5",5,"2030s",-1.70281366446866,0.653633915083606
"6",6,"2030s",-1.74006784200325,0.576905888636078
"7",7,"2030s",-1.51221114937439,0.573359626632045
"8",8,"2030s",-1.19915277099014,0.555709704887164
"9",9,"2030s",-0.918507961065999,0.467890542483431
"10",10,"2030s",-0.976030193868206,0.516711911214749
"11",11,"2030s",-1.52638727804966,0.497233440848174
"12",12,"2030s",-1.37583818591584,0.827231172463181
