"","Month","Decade","mean_diff_AvgTemp","sd_diff_AvgTemp"
"1",1,"2090s",0.860742674575754,0.668390436046504
"2",2,"2090s",0.450764375771304,0.59356334149649
"3",3,"2090s",0.620840987585046,0.561458336117134
"4",4,"2090s",0.642950389474908,0.485869487275746
"5",5,"2090s",0.381649851186417,0.38518372659726
"6",6,"2090s",0.532699594778584,0.425185882311793
"7",7,"2090s",0.704217569036161,0.369684091285352
"8",8,"2090s",0.876172740016781,0.18497093564846
"9",9,"2090s",0.973165395393353,0.138004704751231
"10",10,"2090s",1.03220264125155,0.286591025396932
"11",11,"2090s",1.09754066069465,0.617926192839138
"12",12,"2090s",1.07366981901594,0.851242052369806
