"","Month","Decade","mean_diff_AvgTemp","sd_diff_AvgTemp"
"1",1,"2030s",-1.40722523077197,0.797194056123642
"2",2,"2030s",-1.56287072023388,1.35927234760151
"3",3,"2030s",-1.49637005225877,1.01559175392621
"4",4,"2030s",-1.33395198371287,0.704062146796566
"5",5,"2030s",-1.52067177074601,0.594409239422587
"6",6,"2030s",-1.4892437839045,0.499485075633066
"7",7,"2030s",-1.37300878545892,0.47012752240153
"8",8,"2030s",-1.17506590153345,0.517538763337681
"9",9,"2030s",-0.914664087434669,0.422692579771916
"10",10,"2030s",-1.04801713090253,0.527978245786942
"11",11,"2030s",-1.47906505023424,0.447682910458274
"12",12,"2030s",-1.26379118608552,0.813555580222769
