"","Month","Decade","mean_diff_AvgTemp","sd_diff_AvgTemp"
"1",1,"2090s",1.84824521404115,0.282694473743871
"2",2,"2090s",1.85242416701352,0.462700602960591
"3",3,"2090s",1.93862771962627,0.327226236972856
"4",4,"2090s",1.91356636465891,0.339092030607439
"5",5,"2090s",1.78770053533898,0.374507436703131
"6",6,"2090s",1.69976678474408,0.364211465352017
"7",7,"2090s",1.7171921364034,0.366098261658646
"8",8,"2090s",1.824002221199,0.376508970605552
"9",9,"2090s",2.00198853656597,0.295045957417826
"10",10,"2090s",2.1594675013219,0.368873572076864
"11",11,"2090s",2.01631872745904,0.44075828982319
"12",12,"2090s",1.90419184494567,0.426727541267978
