"","Month","Decade","mean_diff_AvgTemp","sd_diff_AvgTemp"
"1",1,"2060s",0.228410255388054,0.533449006184435
"2",2,"2060s",0.110469556924226,0.565632763980613
"3",3,"2060s",0.181133024601964,0.558231006886118
"4",4,"2060s",0.305340643887841,0.432697148715898
"5",5,"2060s",0.123771069768206,0.452556397295435
"6",6,"2060s",0.059496969259542,0.459054468959351
"7",7,"2060s",0.20625478998757,0.385039882324271
"8",8,"2060s",0.184033148670153,0.360168470954577
"9",9,"2060s",0.379069216832731,0.368316369108485
"10",10,"2060s",0.472255687659353,0.369947672734516
"11",11,"2060s",0.442207326392441,0.635707837496556
"12",12,"2060s",0.125862565438807,0.534868936041359
