"","Month","Decade","mean_diff_AvgTemp","sd_diff_AvgTemp"
"1",1,"2090s",1.13970191281872,0.671206055377748
"2",2,"2090s",0.669698633358183,0.661661278399493
"3",3,"2090s",0.845154768421006,0.440327648701093
"4",4,"2090s",0.804833177163129,0.445291342841482
"5",5,"2090s",0.526219892400102,0.412634993927708
"6",6,"2090s",0.60281381260291,0.396907961141479
"7",7,"2090s",0.747953458047865,0.288354422714629
"8",8,"2090s",0.961026009991828,0.158118241708337
"9",9,"2090s",1.05472880709369,0.171007008417813
"10",10,"2090s",1.22238727554632,0.314547957651679
"11",11,"2090s",1.30724490001607,0.569595107961971
"12",12,"2090s",1.37106840675482,0.675542349028653
