"","Month","Decade","mean_diff_AvgTemp","sd_diff_AvgTemp"
"1",1,"2090s",1.70106718877314,0.226653035585333
"2",2,"2090s",1.66116938884177,0.478890987551467
"3",3,"2090s",1.71112796562407,0.343797548370187
"4",4,"2090s",1.69445950281147,0.316214622218887
"5",5,"2090s",1.53895142901359,0.375813734067789
"6",6,"2090s",1.6530502748072,0.410977169853485
"7",7,"2090s",1.69141859072517,0.454628307521671
"8",8,"2090s",1.7869921001979,0.465400789160527
"9",9,"2090s",1.94307410749038,0.372187663043743
"10",10,"2090s",2.03183324901478,0.371886751477159
"11",11,"2090s",2.01761141616121,0.49961555163389
"12",12,"2090s",1.84805111074696,0.442730477098414
