"","Month","Decade","mean_diff_AvgTemp","sd_diff_AvgTemp"
"1",1,"2090s",0.946468820721032,1.17281842371762
"2",2,"2090s",1.32302814121748,1.67594344672487
"3",3,"2090s",1.75111606046752,1.25259332355094
"4",4,"2090s",1.92851140771601,1.43127528078565
"5",5,"2090s",2.36758947933508,1.79418029316016
"6",6,"2090s",3.02722898857337,2.65241612855334
"7",7,"2090s",3.0477222600339,2.74619672758319
"8",8,"2090s",2.78305973626626,2.57885185808806
"9",9,"2090s",2.04983041086591,2.01459437209122
"10",10,"2090s",1.77467987764435,1.49381062438423
"11",11,"2090s",1.67490592132292,1.20231815995237
"12",12,"2090s",1.41663632568535,1.65032894272506
