"","Month","Decade","mean_diff_AvgTemp","sd_diff_AvgTemp"
"1",1,"2030s",0.425366545392885,1.3769994534845
"2",2,"2030s",1.08086222907796,1.21319304452373
"3",3,"2030s",0.551673572457129,1.49648041400621
"4",4,"2030s",0.892564213799373,1.36979282873479
"5",5,"2030s",0.890722292900266,1.64063586653518
"6",6,"2030s",1.09203413273542,2.07320543902766
"7",7,"2030s",0.930291433871575,2.18732191446536
"8",8,"2030s",1.06862088514038,2.11076146836026
"9",9,"2030s",0.91774158772898,1.7695440994369
"10",10,"2030s",0.723966312591175,1.40267752190464
"11",11,"2030s",0.00316090182075652,1.20378246071309
"12",12,"2030s",0.696481799177974,1.25065345096662
