"","pond","low","med","high","time","pond_name"
"1","1",-6.12529864786043,0.210907893311666,6.40062870338359,2012-01-01,"MP1"
"2","1",6.62,6.62,6.62,2012-10-01,"MP1"
"3","1",-1.52780348295443,2.25150683283687,5.80416947947562,2012-04-01,"MP1"
"4","1",6.15816875358523,9.79628385592143,13.3388465549859,2087-04-01,"MP1"
"5","1",8.24712535007004,11.418107071032,14.5679521644571,2087-05-01,"MP1"
"6","1",10.8204746050324,14.3677403344123,17.9734541993919,2087-06-01,"MP1"
"7","1",12.7835101451556,16.0866753968902,19.5434944037429,2087-07-01,"MP1"
"8","1",13.1898106423534,16.3327287090273,19.7076303812012,2087-08-01,"MP1"
"9","1",12.0914495968764,15.1556527750986,18.4293445465554,2087-09-01,"MP1"
"10","1",9.43413178734823,13.0102343511288,16.6663977105996,2087-10-01,"MP1"
"11","1",4.33818376242824,9.46612891411211,14.8242585685448,2087-11-01,"MP1"
"12","1",3.83242923908089,7.95329084661351,12.2346754168622,2087-12-01,"MP1"
"13","1",-1.08641516318252,3.95059015269796,8.76302425852723,2088-01-01,"MP1"
"14","1",1.80041493473952,5.13190851411657,8.29530877028261,2012-05-01,"MP1"
"15","1",-0.796042690572211,3.96938163028479,8.65653997936879,2088-02-01,"MP1"
"16","1",-2.17377448037549,1.97131686624803,6.05649318419353,2088-03-01,"MP1"
"17","1",2.39919320606069,6.21864857020604,9.86466216222356,2088-04-01,"MP1"
"18","1",5.85907219393711,9.09108420791626,12.3092491183688,2088-05-01,"MP1"
"19","1",9.29851802960309,12.5523783570197,15.7876921187837,2088-06-01,"MP1"
"20","1",12.4369865745408,15.7245291740025,19.1813636087409,2088-07-01,"MP1"
"21","1",13.360911013861,16.4191039229268,19.6055655911691,2088-08-01,"MP1"
"22","1",12.6258356998757,15.8105011147229,19.2129303783844,2088-09-01,"MP1"
"23","1",10.6462820750684,14.1687911797905,17.8938264998905,2088-10-01,"MP1"
"24","1",7.59907123530957,10.7846123013191,14.1368279757437,2088-11-01,"MP1"
"25","1",5.8784471721332,9.59518491588412,13.2536260911441,2012-06-01,"MP1"
"26","1",4.34739105381281,8.93741438488898,13.6081695303067,2088-12-01,"MP1"
"27","1",3.75645822584734,7.75326522842454,11.8321537150919,2089-01-01,"MP1"
"28","1",2.73512193546419,6.84094445927401,10.8659426905105,2089-02-01,"MP1"
"29","1",1.66785457608672,5.60037004576233,9.51851559730849,2089-03-01,"MP1"
"30","1",4.72429733412661,8.30150718066129,11.9425224329164,2089-04-01,"MP1"
"31","1",7.47767730828531,10.9043461394841,14.4308758002655,2089-05-01,"MP1"
"32","1",9.9657537168979,13.4516684442864,17.0217588400902,2089-06-01,"MP1"
"33","1",11.8431490028555,15.2339680377998,18.7282154721626,2089-07-01,"MP1"
"34","1",12.6112931908104,16.2278321391771,20.0814615843182,2089-08-01,"MP1"
"35","1",12.2282391862394,15.8299156705989,19.6474607232763,2089-09-01,"MP1"
"36","1",9.22516611184927,13.2032019523908,17.1649007584156,2012-07-01,"MP1"
"37","1",9.56243727460299,13.2685016005259,17.1663949419537,2089-10-01,"MP1"
"38","1",7.82329924914388,11.3808679835507,15.1188493887907,2089-11-01,"MP1"
"39","1",3.61080583497867,8.45683900560767,13.2337377551279,2089-12-01,"MP1"
"40","1",1.82263179397738,6.89152405940803,11.8193621588617,2090-01-01,"MP1"
"41","1",2.76729326304615,6.8904466897056,10.953381020423,2090-02-01,"MP1"
"42","1",1.33941694542698,5.15959355309626,8.85448647776809,2090-03-01,"MP1"
"43","1",4.26078470929207,7.62587978499087,10.9698724320449,2090-04-01,"MP1"
"44","1",7.22061243603486,10.5157006058177,13.7696627530381,2090-05-01,"MP1"
"45","1",10.0117330509915,13.5894905542032,17.290466232522,2090-06-01,"MP1"
"46","1",12.4092545687414,16.374496159907,20.5446548306861,2090-07-01,"MP1"
"47","1",10.6486658162808,13.9108733273697,17.3921846876824,2012-08-01,"MP1"
"48","1",14.3788273938897,17.8140734708126,21.5213776894821,2090-08-01,"MP1"
"49","1",13.1245615915657,16.5446164916615,20.1471214495565,2090-09-01,"MP1"
"50","1",10.3739667258565,14.0124361445296,17.836350318681,2090-10-01,"MP1"
"51","1",7.09245529329274,11.0721557676927,15.2938951986697,2090-11-01,"MP1"
"52","1",1.07967983004939,6.35150344579448,11.8003003806618,2090-12-01,"MP1"
"53","1",0.759024785941195,5.09454226630158,9.36648792939671,2091-01-01,"MP1"
"54","1",1.35836898068081,5.26814189733627,9.17002708908562,2091-02-01,"MP1"
"55","1",2.26279812732335,5.68598462039818,9.11038496706887,2091-03-01,"MP1"
"56","1",6.27728898158543,9.62985415886088,12.943475629479,2091-04-01,"MP1"
"57","1",9.3947515513726,12.3811592160154,15.4572024356623,2091-05-01,"MP1"
"58","1",9.82233719072681,12.7954028876897,15.8789932310118,2012-09-01,"MP1"
"59","1",11.450424918933,15.1590034425167,18.9014193706911,2091-06-01,"MP1"
"60","1",13.5022852743411,17.0077513679379,20.7723473692504,2091-07-01,"MP1"
"61","1",14.3488523403608,17.7265073563742,21.2196208170505,2091-08-01,"MP1"
"62","1",12.6367904268147,16.2181934484618,19.909008658526,2091-09-01,"MP1"
"63","1",10.6710929158504,13.8885201316174,17.2513949607103,2091-10-01,"MP1"
"64","1",7.24963002346254,11.0919646642945,15.072560579262,2091-11-01,"MP1"
"65","1",9.92973912192529,13.3552205324326,16.8672065391531,2091-12-01,"MP1"
"66","1",6.35646428651822,9.64049778856593,12.9927800559002,2092-01-01,"MP1"
"67","1",3.81336446861099,7.81336570788813,11.7917722595787,2092-02-01,"MP1"
"68","1",4.54322144465994,7.8442721649729,11.1751094595236,2092-03-01,"MP1"
"69","1",6.95997404316552,10.1538709669897,13.491615403824,2012-10-01,"MP1"
"70","1",6.60416114981966,9.89554215088566,13.249891510736,2092-04-01,"MP1"
"71","1",9.33050375315556,12.7188361806556,16.190267633074,2092-05-01,"MP1"
"72","1",12.1540070249439,15.5778412949962,19.1104699371595,2092-06-01,"MP1"
"73","1",14.1891226018619,17.8485409250746,21.7415779191369,2092-07-01,"MP1"
"74","1",14.7270798796223,18.3412690673414,22.180595687585,2092-08-01,"MP1"
"75","1",13.5720215637356,16.9136584984031,20.5644039163255,2092-09-01,"MP1"
"76","1",12.211860502751,15.5296069315714,19.3036193873888,2092-10-01,"MP1"
