"Month","Decade","mean_diff_AvgTemp","sd_diff_AvgTemp"
"01","2060s",5.95112210667642,2.19364731822074
"02","2060s",5.19782625069358,1.47546659497659
"03","2060s",5.37924816909976,1.51381051961858
"04","2060s",4.97792563142202,1.32546388974664
"05","2060s",3.6163427578302,1.34645511156161
"06","2060s",2.07461997597788,1.05876496386966
"07","2060s",2.98031361763543,1.19946411051277
"08","2060s",3.11448727120894,0.847936720946981
"09","2060s",4.04125181721509,0.58174353135538
"10","2060s",7.58917363660426,1.0920081573261
"11","2060s",7.42400813729467,1.05796686177604
"12","2060s",6.78190166047487,1.40911195496916
