"Month","Decade","mean_diff_AvgTemp","sd_diff_AvgTemp"
"01","2030s",2.55177115703579,2.05970423442966
"02","2030s",2.0775073760258,2.15811969570158
"03","2030s",2.10741637196209,2.0494268360203
"04","2030s",1.34452599986845,1.65849647101518
"05","2030s",-0.0236864623675279,1.29678343981289
"06","2030s",-0.867806244411529,0.90917511708415
"07","2030s",-0.421158384946292,1.18504641868823
"08","2030s",0.443902450749732,0.921458150480881
"09","2030s",1.84137267385077,0.718523170557861
"10","2030s",3.31850102733868,1.48901451169487
"11","2030s",2.38319640117014,1.20431699606781
"12","2030s",2.76809870480182,1.78808768447054
