"","Month","Decade","mean_diff_AvgTemp","sd_diff_AvgTemp"
"1",1,"2030s",-0.685805142108146,0.909100825248693
"2",2,"2030s",-0.0356342670002485,1.2797854778587
"3",3,"2030s",0.209954778299589,1.62312895483335
"4",4,"2030s",0.300267721106567,1.41059413489721
"5",5,"2030s",0.513084391587974,1.7570956405449
"6",6,"2030s",1.07620368316251,2.62883523596536
"7",7,"2030s",1.38484435220037,2.7875274292878
"8",8,"2030s",1.40184489121488,2.6421524849526
"9",9,"2030s",0.947045939399311,2.02193911342971
"10",10,"2030s",0.36649571130546,1.40219995197344
"11",11,"2030s",-0.251489968319363,1.27870311818776
"12",12,"2030s",-0.0458692433651961,1.96625838032956
