"","Month","Decade","mean_diff_AvgTemp","sd_diff_AvgTemp"
"1",1,"2030s",0.205867342274961,0.959374527327949
"2",2,"2030s",0.906521811224543,1.21302058226866
"3",3,"2030s",0.831452786435059,1.20551348242336
"4",4,"2030s",0.54515853032609,0.955362000651444
"5",5,"2030s",0.434932527089269,0.89288106637161
"6",6,"2030s",0.318246637994619,1.24346190158714
"7",7,"2030s",0.343393100680413,1.38625984294775
"8",8,"2030s",0.483291802064364,1.35710740124757
"9",9,"2030s",0.438301261052961,0.980583249615805
"10",10,"2030s",0.546868002530158,0.849860384202504
"11",11,"2030s",0.385743209235654,1.1947671203177
"12",12,"2030s",0.898145514139795,1.69245217755883
