"","Month","Decade","mean_diff_AvgTemp","sd_diff_AvgTemp"
"1",1,"2060s",0.362623819445022,1.34918990690069
"2",2,"2060s",0.532866494514271,1.11317577334087
"3",3,"2060s",0.632213413358444,1.49599562651673
"4",4,"2060s",1.53459311946314,1.26358750000109
"5",5,"2060s",2.04175427022363,1.73932360439147
"6",6,"2060s",2.2843621902133,2.57275100841075
"7",7,"2060s",2.6236700567183,2.80743808131813
"8",8,"2060s",2.10548000031565,2.5791582337587
"9",9,"2060s",1.78867409086884,2.06500961617481
"10",10,"2060s",1.19099791296409,1.40356760801578
"11",11,"2060s",0.861134150653597,1.08301754449269
"12",12,"2060s",0.475818522327829,1.00630104489269
